CONUS_10KM,LONG,LAT
86787,-99.7612724718,42.3039283052
86788,-99.639274591,42.3074094964
86789,-99.5172647082,42.3107759768
86790,-99.3952432242,42.314027729
86791,-99.2732105392,42.3171647349
86792,-99.1511670544,42.3201869779
86793,-99.0291131708,42.323094442
86794,-98.9070492902,42.3258871111
86795,-98.7849758141,42.3285649702
86796,-98.6628931443,42.3311280049
86797,-98.5408016821,42.3335762014
86798,-98.41870183,42.3359095467
86799,-98.2965939905,42.3381280277
86800,-98.174478566,42.3402316329
86801,-98.052355959,42.3422203506
86802,-97.9302265718,42.3440941704
86803,-97.8080908083,42.3458530818
86804,-97.6859490709,42.3474970758
86805,-97.5638017622,42.3490261431
86806,-97.4416492851,42.3504402754
86807,-97.3194920445,42.3517394654
86808,-97.1973304433,42.3529237057
86809,-97.0751648847,42.3539929903
86810,-96.9529957724,42.3549473132
86811,-96.8308235106,42.3557866695
86812,-96.7086485022,42.3565110541
86813,-96.5864711512,42.3571204632
86814,-96.4642918612,42.3576148941
86815,-96.3421110364,42.3579943436
87215,-104.030822625,42.1990981038
87216,-103.909340781,42.2065884303
87217,-103.787833023,42.2139649056
87218,-103.66629974,42.2212274905
87219,-103.544741321,42.2283761464
87220,-103.423158156,42.2354108352
87221,-103.301550637,42.2423315195
87222,-103.179919154,42.2491381623
87223,-103.058264099,42.2558307277
87224,-102.936585863,42.2624091795
87225,-102.81488484,42.2688734826
87226,-102.693161421,42.2752236033
87227,-102.571416001,42.281459507
87228,-102.449648972,42.2875811602
87229,-102.32786073,42.2935885304
87230,-102.206051669,42.2994815859
87231,-102.084222183,42.3052602943
87232,-101.962372669,42.3109246251
87233,-101.840503522,42.3164745479
87234,-101.718615138,42.321910033100004
87235,-101.596707914,42.3272310513
87236,-101.474782246,42.3324375739
87237,-101.352838533,42.3375295728
87238,-101.230877172,42.3425070209
87239,-101.10889856,42.347369891
87240,-100.986903096,42.3521181577
87241,-100.864891178,42.3567517947
87242,-100.742863206,42.3612707775
87243,-100.620819579,42.365675082
87244,-100.498760697,42.3699646835
87245,-100.376686959,42.3741395597
87246,-100.254598766,42.3781996876
87247,-100.132496518,42.3821450459
87248,-100.010380616,42.3859756128
87249,-99.888251461,42.3896913677
87250,-99.7661094544,42.3932922902
87251,-99.6439549975,42.3967783611
87252,-99.5217884925,42.4001495621
87253,-99.3996103409,42.4034058743
87254,-99.2774209453,42.4065472802
87255,-99.1552207086,42.4095737633
87256,-99.0330100329,42.4124853065
87257,-98.910789321,42.4152818943
87258,-98.7885589765,42.417963512
87259,-98.6663194032,42.4205301442
87260,-98.5440710036,42.4229817776
87261,-98.4218141816,42.4253183988
87262,-98.2995493413,42.4275399948
87263,-98.1772768868,42.4296465541
87264,-98.0549972217,42.4316380648
87265,-97.9327107507,42.4335145166
87266,-97.8104178784,42.4352758989
87267,-97.6881190089,42.4369222025
87268,-97.5658145471,42.438453418
87269,-97.4435048972,42.4398695371
87270,-97.3211904645,42.4411705527
87271,-97.1988716546,42.4423564573
87272,-97.0765488723,42.4434272444
87273,-96.9542225228,42.4443829085
87274,-96.831893011,42.4452234444
87275,-96.7095607419,42.4459488473
87276,-96.5872261212,42.4465591131
87277,-96.4648895545,42.4470542389
87278,-96.3425514471,42.4474342215
87678,-104.041125067,42.2882006766
87679,-103.919488835,42.295701435
87680,-103.797826589,42.3030881877
87681,-103.67613872,42.3103608948
87682,-103.554425618,42.3175195179
87683,-103.432687677,42.3245640187
87684,-103.310925287,42.3314943592
87685,-103.189138841,42.3383105027
87686,-103.06732873199999,42.3450124127
87687,-102.945495353,42.3516000529
87688,-102.823639099,42.3580733882
87689,-102.701760364,42.3644323839
87690,-102.579859544,42.3706770061
87691,-102.457937031,42.376807221
87692,-102.335993223,42.3828229955
87693,-102.214028516,42.3887242977
87694,-102.092043306,42.3945110954
87695,-101.97003799,42.4001833578
87696,-101.848012966,42.4057410542
87697,-101.72596863,42.4111841545
87698,-101.603905382,42.4165126297
87699,-101.48182362,42.421726451
87700,-101.359723742,42.4268255895
87701,-101.237606148,42.4318100189
87702,-101.115471237,42.4366797112
87703,-100.993319408,42.4414346409
87704,-100.871151063,42.4460747817
87705,-100.748966601,42.450600109
87706,-100.626766425,42.4550105982
87707,-100.504550934,42.4593062248
87708,-100.38232053,42.463486966
87709,-100.260075614,42.4675527991
87710,-100.13781659,42.4715037021
87711,-100.015543859,42.4753396537
87712,-99.8932578238,42.4790606326
87713,-99.7709588868,42.4826666195
87714,-99.6486474519,42.4861575936
87715,-99.5263239222,42.4895335369
87716,-99.4039887014,42.4927944306
87717,-99.2816421929,42.4959402574
87718,-99.1592848011,42.4989710002
87719,-99.0369169301,42.5018866416
87720,-98.9145389846,42.5046871667
87721,-98.7921513689,42.5073725602
87722,-98.6697544881,42.5099428069
87723,-98.5473487475,42.5123978934
87724,-98.424934552,42.5147378058
87725,-98.3025123067,42.5169625317
87726,-98.1800824178,42.5190720592
87727,-98.057645290599993,42.5210663758
87728,-97.9352013316,42.522945472
87729,-97.8127509457,42.5247093366
87730,-97.6902945394,42.5263579606
87731,-97.5678325195,42.5278913346
87732,-97.4453652916,42.52930945
87733,-97.3228932623,42.5306122996
87734,-97.200416839,42.5317998764
87735,-97.0779364274,42.5328721731
87736,-96.9554524349,42.5338291848
87737,-96.8329652678,42.5346709056
87738,-96.710475333,42.5353973314
87739,-96.5879830379,42.5360084578
87740,-96.4654887887,42.5365042817
88141,-104.051453913,42.3773125839
88142,-103.929662902,42.3848238231
88143,-103.807845778,42.392220901
88144,-103.686002931,42.399503778
88145,-103.564134756,42.406672415
88146,-103.442241645,42.4137267734
88147,-103.320323992,42.4206668156
88148,-103.19838219,42.4274925045
88149,-103.076416634,42.4342038025
88150,-102.954427719,42.4408006744
88151,-102.832415841,42.4472830838
88152,-102.710381395,42.4536509971
88153,-102.588324777,42.4599043787
88154,-102.466246385,42.4660431952
88155,-102.344146616,42.4720674137
88156,-102.222025866,42.4779770011
88157,-102.099884534,42.4837719264
88158,-101.977723019,42.4894521574
88159,-101.85554172,42.4950176638
88160,-101.733341036,42.5004684153
88161,-101.611121365,42.5058043826
88162,-101.488883109,42.5110255366
88163,-101.366626667,42.5161318487
88164,-101.244352441,42.5211232919
88165,-101.122060831,42.5259998384
88166,-100.999752238,42.5307614624
88167,-100.877427065,42.5354081375
88168,-100.755085713,42.5399398391
88169,-100.632728585,42.5443565418
88170,-100.510356083,42.5486582217
88171,-100.387968611,42.5528448555
88172,-100.265566572,42.5569164208
88173,-100.143150369,42.5608728946
88174,-100.020720406,42.5647142562
88175,-99.8982770879,42.5684404844
88176,-99.7758208183,42.5720515586
88177,-99.6533520018,42.5755474592
88178,-99.530871044,42.5789281671
88179,-99.4083783498,42.5821936643
88180,-99.2858743245,42.5853439324
88181,-99.1633593732,42.5883789547
88182,-99.0408339022,42.5912987142
88183,-98.9182983179,42.5941031952
88184,-98.7957530259,42.5967923819
88185,-98.6731984331,42.5993662601
88186,-98.5506349462,42.601824816
88187,-98.4280629713,42.6041680351
88188,-98.3054829158,42.6063959057
88189,-98.1828951866,42.6085084148
88190,-98.0603001917,42.6105055514
88191,-97.9376983381,42.612387304
88192,-97.815090033,42.6141536627
88193,-97.6924756841,42.6158046183
88194,-97.5698556997,42.6173401609
88195,-97.447230487,42.6187602822
88196,-97.3246004544,42.6200649747
88197,-97.2019660106,42.621254231
88198,-97.0793275638,42.6223280448
88199,-96.9566855216,42.6232864103
88200,-96.8340402925,42.6241293218
88201,-96.7113922851,42.6248567756
88604,-104.061809265,42.4664340862
88605,-103.939863083,42.4739558551
88606,-103.817890688,42.4813633068
88607,-103.695892473,42.4886564011
88608,-103.57386883,42.495835099
88609,-103.451820156,42.5028993614
88610,-103.329746845,42.5098491509
88611,-103.207649293,42.5166844295
88612,-103.085527895,42.5234051601
88613,-102.963383049,42.5300113065
88614,-102.84121515,42.536502833
88615,-102.719024596,42.5428797051
88616,-102.596811786,42.5491418872
88617,-102.474577117,42.555289346
88618,-102.352320988,42.5613220477
88619,-102.230043797,42.5672399597
88620,-102.107745946,42.5730430505
88621,-101.985427833,42.5787312875
88622,-101.86308986,42.5843046408
88623,-101.740732426,42.5897630796
88624,-101.618355934,42.5951065739
88625,-101.495960783,42.6003350952
88626,-101.373547377,42.6054486149
88627,-101.251116117,42.6104471049
88628,-101.128667407,42.6153305381
88629,-101.006201648,42.6200988876
88630,-100.883719245,42.6247521281
88631,-100.7612206,42.6292902335
88632,-100.638706118,42.6337131789
88633,-100.516176203,42.6380209407
88634,-100.39363126,42.6422134952
88635,-100.271071693,42.6462908194
88636,-100.148497908,42.6502528905
88637,-100.025910309,42.6540996878
88638,-99.903309303,42.6578311896
88639,-99.7806952958,42.6614473751
88640,-99.6580686933,42.6649482255
88641,-99.5354299023,42.6683337208
88642,-99.4127793292,42.6716038429
88643,-99.2901173811,42.6747585735
88644,-99.1674444649,42.6777978954
88645,-99.0447609882,42.680721792600004
88646,-98.9220673586,42.6835302478
88647,-98.799363984,42.6862232463
88648,-98.676651273,42.6888007732
88649,-98.5539296325,42.6912628145
88650,-98.4311994715,42.6936093565
88651,-98.3084611987,42.6958403862
88652,-98.1857152224,42.6979558915
88653,-98.0629619519,42.6999558608
88654,-97.9402017959,42.7018402829
88655,-97.8174351637,42.7036091475
88656,-97.6946624645,42.7052624454
88657,-97.571884108,42.7068001669
88658,-97.4491005026,42.7082223033
88659,-97.3263120583,42.7095288472
88660,-97.2035191863,42.7107197915
88661,-97.0807222954,42.7117951295
88662,-96.957921795,42.7127548551
88663,-96.8351180956,42.7135989635
89067,-104.072191223,42.555565444
89068,-103.950089478,42.5630977923
89069,-103.827961419,42.5705156663
89070,-103.70580744,42.577819026
89071,-103.583627937,42.5850078319
89072,-103.461423304,42.592082045
89073,-103.33919394,42.5990416273
89074,-103.216940242,42.6058865408
89075,-103.094662606,42.6126167482
89076,-102.97236143,42.6192322128
89077,-102.850037113,42.6257328992
89078,-102.72769005400001,42.6321187719
89079,-102.605320653,42.6383897959
89080,-102.482929308,42.6445459373
89081,-102.360516421,42.6505871621
89082,-102.23808239,42.6565134382
89083,-102.115627619,42.6623247329
89084,-101.993152508,42.6680210138
89085,-101.87065746,42.6736022509
89086,-101.748142877,42.6790684127
89087,-101.62560916,42.6844194701
89088,-101.503056713,42.6896553935
89089,-101.380485941,42.6947761543
89090,-101.257897245,42.6997817247
89091,-101.135291031,42.704672077
89092,-101.012667703,42.7094471842
89093,-100.890027666,42.7141070206
89094,-100.767371324,42.7186515604
89095,-100.644699085,42.7230807784
89096,-100.522011352,42.7273946506
89097,-100.399308532,42.7315931535
89098,-100.276591033,42.7356762636
89099,-100.153859259,42.7396439589
89100,-100.031113619,42.7434962172
89101,-99.90835452,42.7472330173
89102,-99.7855823688,42.750854339200004
89103,-99.6627975735,42.7543601626
89104,-99.5400005423,42.7577504678
89105,-99.4171916835,42.7610252367
89106,-99.2943714053,42.7641844509
89107,-99.1715401169,42.767228093
89108,-99.048698227,42.7701561468
89109,-98.9258461444,42.7729685952
89110,-98.8029842795,42.7756654233
89111,-98.6801130414,42.7782466164
89112,-98.5572328391,42.7807121596
89113,-98.4343440832,42.7830620399
89114,-98.3114471842,42.7852962441
89115,-98.1885425518,42.7874147597
89116,-98.0656305973,42.7894175751
89117,-97.9427117302,42.791304679
89118,-97.8197863613,42.7930760618
89119,-97.6968549026,42.7947317129
89120,-97.5739177638,42.7962716237
89121,-97.4509753559,42.7976957847
89122,-97.3280280909,42.799004189
89123,-97.2050763809,42.800196829
89124,-97.0821206359,42.8012736984
89125,-96.9591612674,42.8022347908
89530,-104.08259989,42.64470692
89531,-103.960342189,42.6522498969
89532,-103.83805807,42.6596782422
89533,-103.715747932,42.6669919156
89534,-103.593412171,42.6741908771
89535,-103.471051184,42.6812750876
89536,-103.348665371,42.6882445089
89537,-103.226255128,42.6950991025
89538,-103.103820855,42.7018388313
89539,-102.981362952,42.7084636583
89540,-102.858881819,42.7149735476
89541,-102.736377855,42.7213684635
89542,-102.613851463,42.7276483712
89543,-102.491303042,42.7338132362
89544,-102.368732996,42.7398630247
89545,-102.246141724,42.7457977038
89546,-102.123529632,42.751617241
89547,-102.000897122,42.757321604
89548,-101.878244596,42.7629107618
89549,-101.755572459,42.7683846835
89550,-101.632881116,42.7737433394
89551,-101.51017097,42.7789866999
89552,-101.387442427,42.7841147363
89553,-101.264695892,42.7891274201
89554,-101.141931769,42.7940247239
89555,-101.019150467,42.7988066209
89556,-100.896352391,42.8034730844
89557,-100.773537947,42.808024089
89558,-100.650707544,42.8124596092
89559,-100.527861587,42.8167796209
89560,-100.405000485,42.8209841003
89561,-100.282124646,42.8250730241
89562,-100.159234478,42.8290463698
89563,-100.036330389,42.832904115
89564,-99.9134127886,42.836646239
89565,-99.790482086,42.8402727211
89566,-99.6675386901,42.8437835407
89567,-99.5445830104,42.8471786788
89568,-99.4216154575,42.8504581163
89569,-99.2986364407,42.8536218353
89570,-99.1756463705,42.8566698183
89571,-99.0526456579,42.8596020483
89572,-98.9296347136,42.8624185091
89573,-98.806613948,42.8651191852
89574,-98.6835837728,42.8677040613
89575,-98.5605445995,42.8701731236
89576,-98.4374968392,42.8725263577
89577,-98.3144409037,42.8747637512
89578,-98.191377205,42.8768852914
89581,-97.8221436503,42.8825546777
89582,-97.6990530202,42.8842126935
89583,-97.5759566885,42.8857548036
89584,-97.4528550671,42.8871809992
89585,-97.3297485697,42.8884912727
89586,-97.2066376099,42.8896856165
89993,-104.093035371,42.7338587778
89994,-103.970621315,42.7414124336
89995,-103.848180741,42.7488512994
89996,-103.725714047,42.7561753352
89997,-103.603221631,42.7633845002
89998,-103.480703892,42.7704787551
89999,-103.35816123,42.7774580613
90000,-103.235594044,42.7843223811
90001,-103.113002735,42.7910716762
90002,-102.990387705,42.7977059097
90003,-102.867749355,42.8042250452
90004,-102.745088086,42.810629047
90005,-102.622404301,42.8169178804
90006,-102.499698403,42.8230915101
90007,-102.376970795,42.8291499028
90008,-102.25422188,42.8350930248
90009,-102.131452063,42.840920843
90010,-102.008661749,42.8466333263
90011,-101.885851343,42.8522304425
90012,-101.76302125,42.8577121609
90013,-101.640171875,42.863078451
90014,-101.517303624,42.8683292839
90015,-101.394416905,42.87346463
90016,-101.271512124,42.878484461
90017,-101.148589689,42.8833887494
90018,-101.025650006,42.8881774679
90019,-100.902693484,42.8928505901
90020,-100.779720531,42.8974080901
90021,-100.656731556,42.9018499424
90022,-100.533726968,42.9061761226
90023,-100.410707175,42.9103866071
90024,-100.287672588,42.9144813719
90025,-100.164623616,42.9184603947
90026,-100.04156067,42.9223236531
90027,-99.9184841597,42.9260711259
90028,-99.7953944963,42.9297027925
90029,-99.6722920898,42.9332186322
90030,-99.549177352,42.9366186262
90031,-99.4260506943,42.9399027543
90032,-99.3029125288,42.9430709996
90033,-99.1797632669,42.9461233438
90034,-99.0566033209,42.9490597703
90035,-98.9334331037,42.9518802623
90036,-98.8102530267,42.9545848045
90037,-98.6870635032,42.9571733816
90038,-98.5638649466,42.959645979
90039,-98.4406577701,42.9620025831
90456,-104.103497767,42.8230212829
90457,-103.98092696,42.8305856677
90458,-103.858329533,42.8380351041
90459,-103.735705884,42.8453695506
90460,-103.613056414,42.8525889672
90461,-103.490381523,42.8596933142
90462,-103.367681612,42.8666825524
90463,-103.244957083,42.8735566438
90464,-103.122208338,42.8803155504
90465,-102.999435779,42.8869592345
90466,-102.876639809,42.8934876604
90467,-102.753820832,42.8999007912
90468,-102.630979252,42.906198592
90469,-102.508115473,42.9123810281
90470,-102.3852299,42.9184480652
90471,-102.262322938,42.9243996699
90472,-102.139394992,42.9302358091
90473,-102.01644647,42.9359564508
90474,-101.893477777,42.941561563
90475,-101.770489321,42.9470511149
90476,-101.647481508,42.9524250757
90477,-101.524454747,42.9576834162
90478,-101.401409445,42.9628261066
90479,-101.278346012,42.967853119
90480,-101.155264854,42.9727644251
90481,-101.032166383,42.9775599974
90482,-100.909051008,42.9822398096
90483,-100.785919137,42.9868038358
90484,-100.662771181,42.9912520502
90485,-100.539607552,42.9955844283
90486,-100.41642866,42.999800946
90487,-100.293234915,43.0039015798
90488,-100.17002673,43.0078863065
90489,-100.046804516,43.0117551042
90490,-99.9235686845,43.0155079515
90491,-99.8003196488,43.0191448273
90492,-99.6770578207,43.0226657109
90493,-99.5537836132,43.0260705833
90494,-99.4304974396,43.029359425
90495,-99.3071997134,43.0325322179
90496,-99.1838908474,43.0355889443
90497,-99.0605712557,43.0385295871
90498,-98.9372413523,43.0413541295
90499,-98.8139015513,43.044062556
90919,-104.113987183,42.9121947022
90920,-103.991259227,42.9197698669
90921,-103.868504546,42.9272299232
90922,-103.745723542,42.93457483
90923,-103.622916618,42.9418045463
90924,-103.500084174,42.948919033
90925,-103.377226613,42.9559182503
90926,-103.254344338,42.9628021595
90927,-103.131437753,42.9695707228
90928,-103.008507263,42.9762239027
90929,-102.885553271,42.9827616624
90930,-102.762576182,42.9891839655
90931,-102.639576403,42.9954907764
90932,-102.516554338,43.0016820604
90933,-102.393510395,43.0077577834
90934,-102.270444979,43.0137179108
90935,-102.147358498,43.01956241
90936,-102.024251361,43.025291249
90937,-101.901123975,43.030904395
90938,-101.777976749,43.0364018175
90939,-101.654810091,43.0417834854
91383,-104.001618217,43.008965299
91384,-103.878705883,43.0164360254
91385,-103.755767123,43.0237914421
91386,-103.632802341,43.031031507
91387,-103.509811941,43.0381561813
91388,-103.386796327,43.0451654247
