CONUS_10KM,bedrock
83069,21924.215780396018
81213,29873.399155896306
84919,26506.716926318044
79833,9351.932015816048
85389,16413.657619760485
81677,24764.50414842614
78445,16995.815606076034
84926,14559.870928162327
84914,31127.556106031203
79362,26267.223660454943
80736,465692.3042793014
81212,39459.65730940702
81211,49215.75439745154
76588,32916.10107489171
80753,12442.623043370022
86314,22605.682366379235
86289,352322.51236805145
85846,32583.22136390134
85382,27592.11300376939
85833,127943.66889167823
79366,9847.912761604815
76583,42061.37978406473
83985,86401.24423677217
86772,32431.69241130499
87226,167655.14618496224
86312,30609.15092852
78897,50141.125943637155
76131,25242.847916008428
87219,370438.81263337284
76591,24243.277265824254
81203,278617.904688527
80749,37148.07962043612
82132,140831.79950147547
80748,46465.56752322643
80286,34901.988180632776
81222,6419.3173003266065
85845,29700.487281785765
82585,614410.4674403231
81667,232689.01816539554
78900,27681.09613405137
86778,18741.74480100044
81199,452394.5267280551
80747,56519.95172962534
84000,11635.843020920573
85366,265877.1629609273
81686,6383.856280545906
85840,30398.642973801492
81215,16553.391934087093
75663,33498.14850009256
83983,103035.31260529229
83984,94631.64782505741
76129,21238.060608062966
80287,23080.10628995243
83068,21478.73549677363
85853,15473.724333816011
81660,601494.0469380453
85380,27756.885110307714
79823,30326.789058792496
77056,20659.010142353465
84457,27469.787699616107
83986,72851.2568883605
83512,444143.2280737226
84453,29819.83894514515
82138,40093.18359913292
80745,89135.89571877125
83987,56776.45551663805
83978,240034.84271680992
77052,28705.92121781642
82122,645126.3971238272
83537,10533.54897929164
79364,19067.54709485849
86774,33790.17683043857
75666,22232.670759733715
83525,52946.12852182397
80298,5647.5763576495265
77973,42913.1644529852
81680,14460.955570955171
83514,355244.7986440773
81678,19847.917251278115
81224,5969.329841167007
82141,21692.223274468244
86306,26114.079274389806
82130,218028.86774354862
83050,464435.0789385448
75205,27781.06144845893
81683,10827.689073958943
83063,47480.49395447633
77508,51518.032313604024
84440,273374.4747234169
81676,30534.928658721215
82149,6866.452038692034
75667,22672.662902629556
86761,188951.92051225583
86773,34881.2019634258
85832,134186.8914546457
83529,26333.277002736115
79361,29550.15796441099
86316,16076.894521861272
83536,14121.290554598663
76585,42154.891226809676
77514,27833.729985650774
76120,42061.37978406473
79832,6768.785109285382
80294,4788.960268057765
78438,27024.02131278478
86768,24499.45414482983
84918,27515.214730460702
83075,7985.1270863136015
83060,81614.58210049971
76594,24862.044122922038
76125,33868.49390209167
83994,25775.733347009096
75204,22540.44104519805
79830,7263.802823960452
80297,2855.024375995083
82150,6354.396441722334
82137,51761.680385863816
85377,31347.85769574384
82131,180440.94976441903
75658,42095.819532099435
82594,166267.51174860485
77051,31346.17969055321
86315,18852.55239805979
83048,553683.7213375032
87224,259373.29678421575
77046,44812.37178721148
83067,21504.816663464717
84904,197185.8054773883
81206,148864.86651086094
80737,405945.1307813698
82127,328528.35117788677
86291,347052.1510603107
83047,579180.6752349208
78902,19344.29201452815
78441,18536.39372619863
84437,350711.2129985729
85841,28852.202151109454
83056,183164.3679399655
82121,684874.0023514662
77515,26495.560854203028
81196,633821.7528927668
78908,14070.467894860849
77517,20810.48824852529
83992,27245.750705143477
79367,9155.367658068044
85365,309254.74412338063
77978,22263.306128402335
79372,11542.416250028624
81675,40555.09258184126
84906,96527.69643530039
84462,16704.904749960195
81662,448579.668983986
84456,26227.494931654808
84451,36841.1138651223
82584,648007.9298768797
83534,21191.434944435223
84900,331904.45408762724
83522,93635.10145923834
76582,43586.011694364315
75656,40754.00475861452
81209,71617.86039633033
82610,10754.07168054624
76587,36465.75506276066
82611,8610.539445248167
75660,42655.798656753985
83513,399528.8610613574
77976,27162.766520844067
75203,22459.10459811995
84917,27399.364257990615
82144,17805.199755206784
76589,30912.57268182342
81207,110898.47130292765
87222,298472.4372833798
75201,27238.64307207557
81198,524936.9300447293
81668,189526.68626679896
85831,183411.9026970239
79368,9871.336536854302
85368,157820.2503622963
84439,314578.3967190503
82146,12395.24972050609
84908,82933.49510652442
81672,72326.40730325844
81679,16982.957463569353
85369,109687.03690133402
83074,9880.607027181633
76586,39905.82069098846
82126,391804.98652772454
85385,30692.95847254881
77980,18722.150748872747
77513,30814.663923137534
86763,115216.59261717423
79371,11827.969963091884
81659,646734.3136891483
82143,18702.14059063935
78437,35517.6160117124
78899,37724.97447627968
85851,22131.979019097515
85852,18947.11888784202
76581,42503.41790920251
86758,234423.52676769797
81200,399825.0315350557
80285,44161.48065477885
84454,27481.347824998815
82123,583379.6768121797
84001,9538.601831027103
84465,9220.337388441269
84901,324228.90918392467
76118,38393.98978485538
81684,8436.28950076521
82145,15227.099283358988
77045,46418.481703146615
86756,317566.04135561537
81663,398769.9551046157
77983,18463.597312180624
81204,240725.4747072117
81669,145434.80120825113
85362,352006.9549745535
80295,5365.420534054818
78444,16652.308768736853
76584,41993.90235197548
85390,12897.180429346725
84921,30858.30174911548
81681,15052.79447098614
83999,15831.497761381313
84902,301595.8103154074
79369,12770.029888439718
82597,84793.85226405408
78905,13393.347114358718
83526,43191.65739617046
84445,80891.2484621481
84920,29671.788801084604
82125,446648.5406526281
76123,41795.25181699977
82606,20245.007946552938
83538,9096.540026499579
77520,21341.218739874723
75664,27421.488607070532
75665,24696.037534949566
86776,26334.66174231273
83989,37604.859003953185
83530,22189.015454591765
84464,10231.67922513621
85849,29578.858864802165
83997,23129.525073176817
84446,71468.84728752445
82128,291413.80662519304
75202,24446.65462239725
85364,325343.3570066983
80284,52988.08220076817
85388,19694.567118356386
75199,34327.31172231679
79831,6823.834211512862
81658,688149.867975795
87221,309177.25916933385
82587,508658.30505793955
79370,12878.85524883376
82602,31278.728425652498
80742,200790.3111514708
84922,30199.39463806172
76592,20997.025607153155
82586,568199.667854004
85848,32266.60545551695
78906,14922.312062327635
83523,78332.83921177521
75200,33430.14540160811
83052,344648.83890214
83977,306274.34952443663
81205,200199.8435506968
83979,180708.10968148848
83517,205721.30047351663
80735,515619.3154234082
82608,17547.042921031694
84928,9273.791232055364
83539,8181.252911872463
82588,444189.29777710466
86759,226031.30881847427
83528,28631.347106047822
86290,348047.8309240635
86753,391381.7040075094
85386,27151.679422081463
83054,245488.50758924717
82147,9869.526699275295
83049,514132.0492352574
77044,48956.23697353391
82607,19373.403376368948
83996,24868.420808054656
83519,157328.11329356267
84463,13404.843697416627
82609,14197.046301459704
83998,20069.14109855296
84925,18985.85945485828
87215,467593.91090047045
78896,58167.4593792303
82605,20590.36009061618
82601,39666.19295193003
80740,281060.5772274856
84461,21653.981697440056
83974,417597.4858947539
81195,670006.4493565023
84460,25177.47661207756
82589,374471.3388236866
83072,16373.049775738651
82591,271645.66244575335
78436,42462.78061841812
83065,29652.36021717057
83990,31467.994968042356
87220,330580.3388363818
80738,342514.8944861684
83076,7388.030281279922
78443,16867.88100530507
83064,36533.6737143858
82142,18709.196407641597
80739,317117.8081022163
83975,387751.97677104647
87218,413905.4687869526
85387,23122.67104426965
87217,442150.65871706326
84466,7460.226910093442
83980,147089.7652735357
83511,486459.6381566633
83053,275480.2486256491
83518,183841.97327946158
83510,514282.1846578057
84923,26562.336565818787
84436,373706.79162491957
86310,34969.112149458284
86293,261855.76125414605
82148,7946.787407235419
82590,309747.0177183878
86294,219224.71924993128
81687,6161.959862146747
83058,119710.86346846838
86292,320324.33264537144
83973,440791.1464863981
81682,12868.911518083914
82604,21252.47963643759
87216,466303.8626066455
77091,5806.18117483951
84469,4309.985598089476
82153,4582.394406388872
79380,9886.222721900771
80764,1352.247923491234
85873,87798.00500615589
83557,388.424066652508
81240,388.42408682810003
82633,388.423312441902
86326,60338.30140623379
80767,399.76623555412
82152,5263.593280818104
84938,3822.896938127998
83085,0.0
83548,0.0
84934,2097.740003786
85402,19248.225153647545
82620,92.46178145708
75221,264012.76568766293
86349,2733.40561511853
85867,61596.008422176594
84939,1742.255330565066
85407,43591.08094215385
83104,0.0
84945,23076.587530692592
81696,0.0
74771,357625.0880141555
86783,18319.253373414405
85404,21628.0770957557
79846,64.8574197037
81707,388.42408682810003
83552,169.76301636341398
83087,0.0
75696,252116.33692160927
82174,257.28280417960195
85871,101192.41218348077
80792,187.374621261
77059,26728.024146998774
83558,388.424066652508
76598,47117.04693835456
82624,64.8574197037
75214,248893.2668524038
84483,4253.276724831696
86334,135419.52142556082
81227,1789.143753483484
77987,25136.99362716561
84944,11865.174974944322
85870,97044.40110113002
85395,8594.151741307212
85414,29937.777799657608
75220,289101.87406522955
79870,1296.26639009716
84473,127.07587468433
77090,25913.724527301478
83549,0.0
85858,12058.390960807825
83571,3079.5738267705674
84496,2289.458821518738
85415,21043.093304086735
83088,64.8574197037
80312,388.42334033123
81699,388.42408682810003
79405,478.03574819948
81248,323.5665945666
81714,0.0
85869,83661.97635862009
79848,388.42334033123
86333,142272.5309126569
83090,388.423312441902
81715,0.0
82169,388.423312441902
84954,0.0
76162,197550.71337445194
79379,10995.1877941719
85424,3856.0069346348278
85422,2605.865363952838
81720,1538.020927206008
82183,1949.70906392748
81703,388.42408682810003
81228,1353.717221536854
83546,398.10919693898995
81692,1160.952097001324
84941,0.0
81249,0.0
84940,0.0
79376,12830.170283757436
84484,8913.959779880437
84477,0.0
81709,388.42408682810003
85394,6888.26409396818
82161,64.8574197037
84013,0.0
75225,229625.08531989204
76139,140469.5807904797
77985,23113.981838487154
82628,388.423312441902
85878,29945.10916929251
81258,1891.6884119885788
78481,1104.973142048
83096,388.423312441902
85409,64933.50458927054
75229,327045.8107239626
76612,139316.3106586301
81247,323.5665945666
82166,388.423312441902
84953,2984.52103159513
79845,64.8574197037
79847,388.42334033123
79849,388.42334033123
79850,388.42334033123
80306,0.0
80307,0.0
80308,64.8574197037
80313,388.42334033123
80314,388.42334033123
80768,0.0
80769,0.0
80770,0.0
81231,0.0
82167,388.423312441902
78014,22721.72288021967
77060,28070.176330128455
81238,388.42408682810003
85868,73074.33568844968
85406,31503.095201987675
80778,388.42408682810003
84958,2542.277522838338
86786,58648.24213197285
76596,26556.937517201473
75212,189706.72336627764
82182,1281.4172290362799
79843,1871.0953949952918
80309,64.8574197037
83109,3066.55729899922
85408,56649.24672940408
84482,357.707684008002
79867,193.134266534
84014,0.0
84493,0.0
86341,34985.25884301052
81710,323.5665945666
85397,14021.466972569055
81711,323.5665945666
74760,287638.63616550533
79374,12218.741680696528
75233,305505.554095763
78941,0.0
85405,21212.602100370987
84942,1467.3125936502952
75209,91974.92270386861
80796,2064.1311830410787
82615,5328.348337141854
76629,1045.7891119093797
75698,249526.83010273933
85866,46556.255738032305
86320,14555.531353005821
74762,293519.5114986485
81717,0.0
80772,64.8574922615
78480,974.2853965526
84012,0.0
82176,0.0
82157,64.255453631
85875,65440.82124616379
84006,4348.108537135554
83543,3984.223385681911
75685,210556.67055102135
83081,1204.0324485750039
83550,0.0
80320,388.42334033123
84948,31636.087080523197
85411,54531.76281747564
84943,4992.981027288366
78914,22451.87632220437
76148,181652.3445465457
80766,647.90827847371
81697,37.901362845
81239,388.42408682810003
75216,295098.26984227216
83080,4021.298080457692
78913,22606.30496640088
86789,90305.14924573382
81244,388.42408682810003
86335,117932.05055204092
78015,9850.0144795443
74764,345513.1190174256
76134,44833.031500378755
82636,323.56589273820197
79869,1231.06255143226
82154,2012.104646677504
86330,116599.27764157862
86785,41296.428570399454
84472,576.052558318525
84022,1405.087808084118
86323,26721.47359626696
78911,14614.008789403906
85889,3761.2490035378173
76163,157182.41491014964
79383,271.15145094384724
80777,388.42408682810003
74765,387343.734318559
76135,52170.04146238861
84963,3754.662926253228
82634,388.423312441902
81693,257.589519724004
86331,122535.60505589159
81689,4989.728635677824
78916,16784.01874727255
85413,33257.68545869548
81233,0.0
77092,1231.33852818253
75222,247049.44128516963
82617,2785.805477479134
77522,25920.44376134043
77553,10017.09591774578
81259,2516.5684258849788
80303,2025.1690353167942
75684,224468.96515439093
85865,39344.2692785333
75683,243362.62944508498
81237,388.42408682810003
84952,13771.62189006218
81235,64.8574922615
81702,388.42408682810003
77088,85335.94925450125
75240,63259.16013529002
81700,388.42408682810003
81701,388.42408682810003
86328,80039.32438354453
86321,16080.160561327642
76625,134700.21262038266
80311,388.42334033123
78479,0.0
84034,3254.9022247624675
75215,272216.8591796669
75232,318985.50333887775
76164,102764.11927446998
80781,388.42408682810003
85872,96395.74987448088
75211,150865.6165054295
83541,6168.664186656592
84485,12095.540719856337
82155,1289.179245003504
82160,0.0
83560,323.566761840708
84955,85.5872565447
86329,100770.40790378803
83559,323.566761840708
74776,176745.39672223723
86336,104687.40434613348
79868,457.28492373898
74767,405974.7152871409
85403,18705.656075666888
84035,3447.4106468638674
80765,1033.202439410124
75230,337618.70879978116
85857,10596.970432041657
74774,294259.79291014577
84946,30917.869101330303
81255,193.13184079801
84950,23726.041460313558
81243,388.42408682810003
78942,3.86383662447
74777,95051.9898270176
74770,377182.44429990073
85861,22556.776146232416
83097,323.56589273820197
83078,5727.862324100864
80300,5815.144012602569
86325,44663.93564904376
80329,0.0
86332,135227.93918398363
78920,8763.160943172385
82163,388.423312441902
81234,64.8574922615
85874,79790.3204796799
79381,7848.443941691289
76597,37200.076619353844
82638,0.0
84007,1723.0959223474842
76627,51675.04538086402
83551,0.0
76166,6319.616177758202
75687,190367.63371658316
85859,15264.494900020312
85880,13705.415760022775
80317,388.42334033123
81719,289.18880961090997
79871,1449.86278403016
79406,1220.49300498218
77554,563.4859443484
80782,388.42408682810003
81695,0.0
75686,197763.05330817838
81712,0.0
84499,3573.878039969328
83556,388.424066652508
75675,144964.137788154
84489,1654.7716432088355
78943,1167.42055850518
85879,20973.845212643257
84026,0.0
81722,2636.513535025879
79841,2577.619472741885
75672,68763.66558389386
81241,388.42408682810003
81708,388.42408682810003
75701,150677.49457159315
77555,1235.7488297754
83089,388.423312441902
79384,388.42334033123
84492,0.0
75670,40415.90626255383
74763,303044.4449723405
82170,388.423312441902
78017,974.2853965526
79387,388.42334033123
79404,0.0
83084,0.0
80793,193.13184079801
78013,38146.12161031301
84962,3826.880477659428
86327,67787.95378966602
75703,30919.828172879883
85887,3694.465797244937
84931,5055.5782233374775
75678,216562.71385820428
74761,288183.0998806858
84960,3760.765083115938
85423,3625.946297121338
82646,3003.004674902138
84009,576.052558318525
80776,388.42408682810003
82645,2365.68131921738
79385,388.42334033123
75676,171556.28478507567
80775,388.42408682810003
83106,510.70796689988
82629,388.423312441902
79386,388.42334033123
82164,388.423312441902
80332,1231.06255143226
75213,223071.72332466955
75673,89882.8052612187
86322,18478.272217684305
76611,163917.29792742018
79375,11890.781726295636
77551,48791.323939672984
85882,1595.4421871624081
83092,388.423312441902
75217,309110.3146493017
80321,323.56592062753003
85426,3831.715241860998
84475,0.0
75677,197147.7104974875
82171,388.423312441902
75210,124546.66229590068
83079,5274.611834548504
86340,47309.224790586246
83093,388.423312441902
82181,278.4121021799
83086,0.0
81698,64.8574922615
85877,35644.968668886875
75218,313842.149946205
82158,0.0
76137,86496.60504401762
78016,67.8223748455
81242,388.42408682810003
84005,4918.542903116183
76160,210910.7901766281
82618,1363.9029755816039
80774,388.42408682810003
81706,388.42408682810003
84936,5050.4277084144715
85863,24829.6941727644
82172,323.56589273820197
81260,2550.342866580852
86339,65596.5678805057
81721,2034.310215677379
75239,129928.71049427542
81694,0.0
84949,28307.378288221727
85883,2455.892665270238
76165,48481.18605146161
74772,338245.0732932168
83091,388.423312441902
85418,547.29302275394
86338,82802.63290120535
84951,17780.106233426988
85884,2542.277522838338
85881,1781.84110342373
76133,32613.72940317092
75697,255694.4138843584
85416,16363.011040318752
84937,5142.820241367954
85412,43001.86292163129
83574,3314.1158869984974
84024,1010.417130390054
81230,299.08011925971
79856,388.42334033123
80779,388.42408682810003
85396,9260.977772070179
74775,256196.32709461582
75238,201533.7947509991
77062,43599.71040185912
85862,24064.66719336056
86337,91729.18716288934
82647,3150.1327797361378
83547,0.0
82184,2435.22318833511
85427,3680.968521792328
74769,404363.15068683284
75227,270773.4494117834
77063,52277.85569667104
76626,96110.49114136495
82630,388.423312441902
81690,2666.826264828514
81705,388.42408682810003
84479,0.0
75702,91919.80712067157
80771,64.8574922615
84491,0.0
82631,388.423312441902
84471,832.598940982425
76161,211387.00663151083
84498,3698.034522600428
78018,1235.7488297754
84017,388.424066652508
85419,1220.920343541838
82616,5174.461357746604
81232,0.0
82648,3312.997584469238
75236,273520.2266366086
81704,388.42408682810003
77523,26723.67386073604
83570,2013.74572476342
84028,0.0
84016,323.566761840708
83567,0.0
75237,255688.6409235004
85860,18819.249288258165
75671,54542.53855766154
85410,63387.80989257864
81716,0.0
82165,388.423312441902
81246,388.42408682810003
81257,1166.34192691431
77526,35034.86763357723
76599,53139.085365942454
81713,0.0
75224,231182.61833861197
76613,117059.69779034819
86784,26870.59961572179
75208,71152.03736811264
80783,388.42408682810003
79866,0.0
83112,3452.99463280292
82156,392.791229540514
75688,182296.6565836136
80315,388.42334033123
82168,388.423312441902
84015,0.0
76628,17600.892500491307
79838,8674.065631478094
80784,323.5665945666
84021,323.566761840708
74766,401892.7586090339
84480,159.723628332837
82177,0.0
79840,5222.146338305433
84478,0.0
76150,149717.08599678375
80319,388.42334033123
76143,207342.2512592693
80318,388.42334033123
75689,185503.67601426953
84023,2039.581130325418
84935,3853.9736712045747
79861,0.0
81253,0.0
78012,50741.047037274664
77079,77107.35450587416
78937,1637.8971618229998
75692,252231.51549188528
76156,188689.89666221174
78933,0.0
78006,16406.803698992415
77533,84250.32144213197
78927,7884.76491297832
77995,54713.48123569618
76624,159776.9102561209
76614,96889.8555659753
75693,259400.80637313033
77549,84667.0017103049
78924,3544.8711856313203
76610,173957.03477346586
78453,24947.50462462679
80785,323.5665945666
79400,0.0
79863,0.0
76619,152284.53027820314
78931,6533.02459534623
75694,254707.72963654547
77542,42622.0092773993
78932,2585.11876192953
75695,247545.64948239978
77988,28920.172840647127
77535,76659.23863427174
78926,5187.99063760398
77539,56269.24616651082
78454,21433.39408820316
78455,19511.52832234036
80326,0.0
79857,388.42334033123
79393,388.42334033123
77077,72062.14376506634
78005,19947.33796864085
78467,13948.751276079665
79397,0.0
79398,0.0
81251,0.0
79865,0.0
78007,25859.098096471123
77085,130872.5552741344
77073,123114.98749520024
77070,105405.60441171391
77990,26110.018971565234
75681,261615.28705441006
77994,47767.40810192677
78452,26463.44645658399
79860,0.0
76145,212184.51741498098
78928,10684.71042221513
80790,0.0
75680,260169.48159873745
79859,323.56592062753003
76601,85334.30530993333
78939,0.0
78476,12152.714802820901
85888,3824.428598266117
78461,14755.804664399357
78001,30386.04164839912
76140,160033.88521480176
76146,215821.6800850972
77541,45450.201286302006
79391,388.42334033123
76606,158321.39336379166
75682,262187.00661867484
77530,65818.22171535529
77527,41070.502761240976
77996,52118.46032481452
79392,388.42334033123
76618,150388.3928364634
75228,307984.82465598127
77550,69594.32520260615
77084,131617.00387859554
75690,212387.18818006583
76617,133454.59991097328
77548,91604.27294038166
77529,58373.715469826144
78451,23447.815217676107
77525,32287.457187435226
76621,163606.49239077163
78010,57106.71793996546
77081,106685.7782961356
77075,108452.15346325749
78460,13659.546975298152
81250,0.0
78003,30636.047845564743
75679,237400.55448154584
78471,10790.698641419698
80328,0.0
75231,330780.3030733731
76615,102782.16246415376
77080,94046.70728686082
78472,16829.705039893823
76605,155832.7544011081
76609,175538.96526292176
76608,164914.95498446285
76159,204757.2467890173
80786,0.0
79855,388.42334033123
78930,7558.38770678423
78000,30868.052736944297
77065,77429.84765737862
76142,194255.15740857905
76158,198433.75536717824
79403,0.0
77087,110488.30901184006
77534,81393.40615989338
76602,110086.36116629
76603,132688.44316393728
78456,16499.23301177968
79395,323.56592062753003
79858,323.56592062753003
76144,215869.7581595538
77066,94014.1387616063
77532,81322.52814346559
79394,388.42334033123
78938,607.2041071827
77069,104739.36796946073
79402,0.0
80324,0.0
77078,67170.50193362037
78925,3595.41267219962
77068,110362.68996698609
79389,388.42334033123
78450,24642.961042168212
79399,0.0
77546,88737.92161412456
80325,0.0
78469,8144.737988456975
77076,84768.15969970904
78935,582.18708739237
76141,178628.99129604377
77064,66396.23712242812
80322,323.56592062753003
76153,159993.8616816653
76157,193356.18387669607
75691,237021.97483772037
80302,2527.88688337493
77074,124618.95736178286
84964,3573.878039969328
84037,3384.0723620754675
83545,832.598940982425
81236,388.42408682810003
83553,388.424066652688
78919,13587.123058541345
84957,2351.849789807538
86788,82904.79513488182
84468,4997.899628407293
82632,388.423312441902
83095,388.423312441902
84947,32741.12501242814
80333,1813.36035472896
78921,2086.5986057117175
84474,0.0
75235,289646.6745785088
79844,536.47115799253
82622,0.0
82627,388.423312441902
79842,2516.5331130870927
75234,300192.2408090476
84018,388.424066652508
83544,1411.298773422587
82185,2764.4653400051798
83107,1912.77423356812
83098,323.56589273820197
83082,684.691931821904
75674,114810.50367163574
80773,388.42408682810003
77986,25673.672161794817
85421,2542.277522838338
83100,0.0
78448,19824.059758886367
75223,238665.11528258526
83554,388.424066652508
82619,577.299611546614
82621,0.0
80305,25.086319590716002
75207,55476.212573275785
75226,235059.36958133665
76138,108549.61601569671
85400,21203.443424284153
83561,323.566761840708
82173,323.56589273820197
82635,323.56589273820197
78917,17626.419976013
84033,2166.3772732758675
75219,314189.1083476651
80797,2321.282441306852
77552,27939.251432545847
84011,0.0
81229,904.463204979624
82649,3642.010187365288
78912,18917.630485085865
82639,0.0
82640,0.0
83566,0.0
82186,2928.1279153720798
78915,19582.44042552215
79378,13429.019346001196
83110,3130.14514011372
79852,388.42334033123
84481,323.566761840708
78923,2836.79043884763
82175,0.0
84019,388.424066652508
86347,2542.27788020423
84029,0.0
84487,10995.28682293586
80301,4682.61574034128
83565,0.0
83094,388.423312441902
74773,315375.4231704971
86787,73650.9378761904
83555,388.424066652508
86342,26611.4533332834
81254,0.0
82623,0.0
80310,388.42334033123
82180,0.0
81256,193.13184079801
84010,80.79816870293
76623,168651.99301303094
84495,2284.824154479908
85425,3761.247813036828
83575,3452.99463280292
77089,51559.4014777132
82162,388.423312441902
78918,15954.067590125736
78922,458.58222936493
84470,1764.4360451456669
77989,28760.2498823368
