CONUS_10KM,cliff_HA
75662,1.2696
85375,72.28536010373514
77981,1.16379999999944
86765,43.46693844220667
78433,1.4811999999998
82593,156.2488652475779
77509,1.2695999999998
82134,52.33107837589648
86301,85.66187786266417
85839,27.310833908287382
82603,1.4062558799999472
85371,190.7728313379065
85850,1.3224999999999
77977,1.90439999999924
84912,77.14837177373614
85836,185.1025722493294
85847,1.4811999999999002
83062,16.613853349997846
86302,25.912053552282938
81661,181.2403236384237
84915,4.958394855000701
85379,4.4822948550006005
80289,1.3754
80756,1.058
84002,1.1109
83073,1.1109
84910,147.03866108977363
79826,1.3225
76124,1.2696
86781,11.36806766488931
80746,4.8620465940727415
83531,0.5819000000000001
84444,169.10469648765584
80759,1.058
77050,1.2696
83066,1.564955879999947
85837,123.35107278281662
84909,150.77890326477652
79825,0.4232
83995,0.4761
86779,4.078812179999391
79360,0.529
81674,2.4412454190718615
75659,1.2696
83071,1.1109
81664,169.38911775318405
80752,1.3224999999999896
86752,365.8307065219819
85373,152.12176283061368
75657,1.2696
86311,1.90439999999999
81220,1.058
84913,54.88278230918857
86780,4.99217690999739
79827,1.1638000000000002
80751,0.4231999999999894
77510,1.2695999999998
86771,1.4282999999999901
79834,0.9522
85376,45.64516496528118
81223,1.058
81665,161.4130288281843
84442,178.8271720142834
84449,77.78823600653723
83057,149.7025936115601
78439,1.90439999999924
81670,62.78647954643728
77055,1.1638000000000002
77971,1.2695999999998
78434,1.3224999999998002
85384,0.1586999999999
85843,2.5999454149983
86766,24.320544713962946
87228,48.33805876220417
87223,252.42492893388342
80292,1.0051
86303,7.266386129246203
77053,1.9044
83515,182.08597167909213
82598,33.40594163499968
87225,148.97991536979853
75661,1.2696
86309,1.53409999999999
78446,1.16379999999944
78442,0.95219999999944
82600,4.146703119998247
80743,32.5374566736192
86769,1.05799999999999
85372,178.013048039345
77518,1.16379999999944
77057,1.1638000000000002
80291,1.0051
81214,0.4231999999999894
84452,5.7380672120672305
87227,66.18763242220848
77511,1.2695999999998
81197,177.468431915431
85828,262.26306002044623
84459,0.1587
85374,99.20477458383374
85391,0.42319999999990005
84455,2.0180454149984
85844,0.7934999999999001
85367,215.25156263428937
81208,20.422226000319377
86318,4.674776909997401
81673,3.3587960340751417
84458,0.2116
80750,0.4231999999999894
80757,1.058
86300,122.01809302482057
85383,0.1586999999999
76119,1.2696
84448,104.78192179925173
84450,56.93273330198976
86757,289.0337691112395
80755,1.0051
81216,1.3753999999999895
84441,187.2329146242848
86317,4.39621217999939
82139,1.8593454149984472
85829,258.67162531313795
85854,1.4948173799994
85826,254.95956762817363
85827,250.83347484123217
83051,186.8773561715558
83991,2.4941454149984
82612,1.1109
82129,162.7910187260292
84916,4.8525948550006
86770,1.32249999999999
80296,1.058
78435,1.3224999999998002
83982,163.65267356235344
86298,212.12349123496512
83061,45.78431950454605
82135,23.498996893661328
76590,2.0102
81671,32.989814537637294
85838,77.88611314180893
83520,153.00070320013393
86764,64.59008299294702
76127,1.2696
85392,0.6484173799995
86297,217.15838906971848
82599,8.896046260001228
77054,1.2167000000000001
84443,174.80608541265514
86755,330.1718711036528
77048,1.2696
81219,1.058
82595,102.0988799041602
81666,134.96676048491943
81201,142.51591775318275
80741,73.57860544716438
86760,243.20256379421338
84905,176.6571018387382
86775,2.06309999999999
81221,1.058
79822,0.4232
77047,1.2696
80288,0.4232
78909,1.16379999999944
83527,3.4242948550007
85835,196.52365590242093
83535,1.1109
77049,1.2696
81202,128.13691253317697
86299,181.81479887702483
86313,1.74569999999999
76130,0.2645
85830,249.2559150329636
75668,0.2116
78898,1.5340999999998002
79828,1.0051
86307,0.9459079294157
86762,173.917412990308
80293,0.9522
85381,0.7675188550003
84903,195.5937439010009
76121,1.2696
77972,1.2695999999998
82140,0.6348
83988,23.014753349997363
83533,1.058
78901,1.7456999999992402
79365,0.9522
83976,198.80033017909133
81210,2.7989465940727416
85842,3.8474948550006003
86777,2.06309999999999
85363,232.78981256841308
77979,0.95219999999944
80761,1.058
86308,1.4282999999999901
77970,1.2695999999998
83993,0.5819000000000001
83521,136.34196903047274
81218,1.1109
86304,6.015859010037
77507,1.2695999999998
83059,85.7085751165376
84447,146.65270320013394
85855,3.3382121799989
80760,1.058
79363,1.1109
80754,1.1638000000000002
86296,232.70112752665784
77974,1.2695999999998
79829,0.9522
79359,0.4761
82613,1.1109
83516,177.92718541265515
85378,4.958394855000701
81217,1.3753999999999895
84929,0.1586999999999
77512,1.2695999999998
80734,136.40190270272714
78440,1.69279999999924
80290,1.2696
86767,10.053100068892874
76128,1.0051
82124,186.6120021990206
76593,1.1638000000000002
83981,170.21474251512095
84927,0.1586999999999
84924,0.1586999999999
76126,1.2696
82596,81.90356344653661
80744,17.990691013877147
77975,1.4246331443918
83070,1.1638000000000002
84899,245.39410941399234
86295,259.15880557413027
85370,205.01441553531134
76122,1.2696
78904,0.95219999999944
82136,7.379196030001627
84911,105.62937810962524
86305,2.8644454149984
81685,1.058
77519,1.16379999999944
77982,1.16379999999944
82592,166.0356425125845
83055,169.05094251258478
83532,0.529
85834,207.85716024851862
82133,77.55611529153751
79824,0.4232
78903,0.95219999999944
77516,1.52213306235414
78907,0.95219999999944
75655,1.2696
80758,1.058
84907,164.80095410231863
84438,211.15820535697102
79835,0.9522
83524,52.06291368153491
83069,1.4812
81213,0.5818999999999894
84919,0.5818999999999
79833,0.9522
85389,0.26449999999990004
81677,0.4231999999999894
78445,1.16379999999944
84926,0.1586999999999
84914,17.465216373218972
79362,0.3703
80736,130.9179193491046
81212,1.5219642229462216
81211,2.2296454190718613
76588,1.2696
80753,1.3753999999999895
86314,1.48119999999999
86289,322.075796310344
85846,1.3224999999999
85382,0.47609999999990005
85833,225.3413416198635
79366,0.9522
76583,1.2696
83985,94.20857099742763
86772,1.90439999999999
87226,92.2779211891512
86312,2.06309999999999
78897,1.6927999999998
76131,0.2645
87219,304.75367482323327
76591,1.7457
81203,109.72022506659219
80749,0.5818999999999894
82132,84.75637511653761
80748,1.5120558799994515
80286,0.4232
81222,1.058
