CONUS_10KM,ridge_HA
83570,18.77949999999966
83571,22.16509999999916
83572,22.90569999999916
83573,24.96879999999916
83574,26.66159999999916
83575,26.238399999999164
83576,25.65649999999966
83973,304.22767943056334
83974,292.6606511856894
83975,286.0302999589347
83976,266.1927999589348
83977,257.77447124981694
83978,246.89288645371042
83979,240.85369995893564
83980,238.89639995893563
83981,232.07229995893562
83982,224.57687341073498
83983,208.26422150173843
83984,193.12044789016062
83985,140.97849999999977
83986,115.90389999999984
83987,78.87389999999985
83988,35.793506345850346
83989,16.29986625383216
83990,13.450770749130701
83991,11.955400000000001
83992,10.9503
83993,6.7712
83994,6.9299
83995,5.607399999999901
83996,7.035699309998891
83997,15.19393492832794
83998,27.25162084928144
83999,42.2026069276163
84000,54.86744449549724
84001,66.02188928703174
84002,73.57535629815474
84003,75.55019641428603
84004,74.05999933587175
84005,66.65369729156468
84006,61.945899335871836
84007,62.73939933587186
84008,62.47489933587186
84009,62.89809933587186
84010,62.27329269213949
84011,61.15239933587136
84012,60.50614015423305
84013,52.15981074713933
84014,39.39754486195485
84015,23.22085796509202
84016,16.66350000000082
84017,15.14837575586312
84018,12.64310000000062
84019,8.99300000000062
84020,7.617600000000021
84021,6.61250000000002
84022,6.03060000000002
84023,5.02550000000002
84024,2.8566000000000202
84025,2.6979
84026,1.4811999999996601
84027,1.32249999999966
84028,1.58699999999966
84029,2.38049999999966
84030,3.3855999999996604
84031,6.136399999999661
84032,15.605499999999159
84033,20.20779999999936
84034,23.17019999999936
84035,24.069499999999362
84036,24.014801335851164
84037,24.28109999999916
84038,25.86809999999916
84039,26.714499999999163
84436,310.2247772142679
84437,293.7012407839673
84438,291.5805599838947
84439,279.0777403195171
84440,264.98698172002514
84441,250.69309995893568
84442,241.75299995893567
84443,237.73259995893568
84444,231.43749995893566
84445,219.43553990761058
84446,204.53521526524815
84447,198.79819995893564
84448,151.97505083498783
84449,116.9291948050974
84450,79.24419999999985
84451,33.48216785897035
84452,16.509164089556162
84453,14.7591
84454,12.3786
84455,11.426400000000001
84456,7.406000000000001
84457,7.3531
84458,4.760999999999901
84459,4.86679930999889
84460,6.29509930999889
84461,13.859799309999289
84462,22.376699309999253
84463,35.59091166473935
84464,44.17010794126823
84465,51.52459933587065
84466,55.409901415019355
84467,57.237799335871735
84468,58.613199335871734
84469,61.41689933587173
84470,61.99879933587176
84471,62.21038461130349
84472,61.73429933587136
84473,60.72800594182975
84474,58.93059933587133
84475,52.26095690850387
84476,45.63970224725531
84477,29.51820000000161
84478,17.988941796975244
84479,15.499700000000821
84480,14.018500000000621
84481,11.90250000000062
84482,9.25750000000062
84483,7.829200000000021
84484,6.824100000000021
84485,6.29510000000002
84486,5.23710000000002
84487,3.28745348769972
84488,2.4334000000000002
84489,2.2218
84490,1.79859999999966
84491,1.58699999999966
84492,4.443599999999661
84493,5.201968285398061
84494,7.67049999999936
80735,187.266000093048
80736,183.086900093048
80737,178.98969007153735
80738,170.29229973225895
80739,143.26927321335575
80740,125.47880009304905
80741,106.80562602419228
80742,84.06163494348696
80743,51.45989792807869
80744,31.89454481972483
80745,18.830056234603187
80746,14.335900000001185
80747,11.830006004795095
80748,11.033085368355456
80749,10.617309108762997
80750,12.114100000000061
80751,16.55770000000007
80752,39.19806775049515
80753,60.74910883353591
80754,67.55330000000033
80755,74.21696136349014
80756,88.34803330658426
80757,111.61900000000024
80758,128.01800000000054
80759,133.7739501572102
80760,136.21750000000105
80761,139.55020000000104
80762,141.93070000000108
80763,142.512600000001
80764,140.68194077933737
80765,140.39660000000117
80766,138.37642682957093
80767,133.83700000000104
80768,130.02820000000062
80769,119.13080000000042
80770,95.85480000000054
80771,87.70820000000023
80772,77.7324349135944
80773,55.41730509159403
80774,39.51985093759429
80775,24.175300000000227
80776,16.081599999999916
80777,10.368399999999896
80778,6.242861470507497
80779,3.0153000000000003
80780,2.645
80781,2.2218
80782,2.1689000000000003
80783,1.9044
80784,1.8515000000000001
80785,1.4283000000000001
80786,1.4283000000000001
80787,1.4283000000000001
80788,1.6399000000000001
80789,1.9044
80790,1.587
80791,2.6979
80792,11.8496
80793,18.09179999999992
80794,21.400101806960222
80795,27.03190000000009
80796,28.06796773238369
80797,29.20079999999999
80798,29.99429999999999
80799,32.26899999999999
80800,32.85089999999999
81195,207.14400339550923
81196,230.81344590187427
81197,232.57270928687157
81198,231.18272256133628
81199,229.5929640468286
81200,216.4829540612567
81201,202.1281350030023
81202,183.9862000930484
81203,159.49350009304814
81204,133.5560533786847
81205,117.57496834389605
81206,92.89240009304895
81207,57.05350738766861
81208,33.79707974516675
81209,16.22406736149969
81210,11.849600000000896
81211,10.791600000000596
81212,10.537008447958806
81213,9.521814179046372
81214,13.24442051102957
81215,27.137700000000113
81216,52.847100000000154
81217,64.11480000000041
81218,72.11332257862779
81219,83.82019265199722
81220,108.5208327729077
81221,127.12976621320865
81222,131.23064933636266
81223,136.05880000000096
81224,140.978500000001
81225,142.406800000001
81226,140.766900000001
81227,140.55530000000118
81228,139.49730000000116
81229,134.89500000000103
81230,132.30290000000065
81231,126.68021276590643
81232,112.5910860947613
81233,92.99820000000044
81234,86.57121780096554
81235,67.64216713068497
81236,52.21229999999983
81237,42.42740656321609
81238,26.39710000000023
81239,17.245400000000117
81240,12.105442409017199
81241,7.670499999999398
81242,5.977699999999397
81243,3.4564411463392006
81244,2.8566000000000003
81245,2.3805
81246,2.2747
81247,2.0631
81248,1.6928
81249,1.8515000000000001
81250,1.5341
81251,1.6399000000000001
81252,1.6399000000000001
81253,2.116
81254,4.073300000000001
81255,13.88427599479472
81256,19.731699999999993
81257,23.170199999999994
81258,25.86809999999999
81259,28.46150100250019
81260,29.88850000000009
81261,30.153000000000088
81262,30.893600000000088
81263,30.893600000000088
81658,246.61980009305077
81659,243.28710009305078
81660,239.53120009305067
81661,237.53066572916802
81662,238.3674000930505
81663,233.45006155066565
81664,230.48530009304966
81665,222.12710009304934
81666,191.31331622200906
81667,161.979800093048
81668,135.6955934613289
81669,119.55400009304893
81670,92.09890009304894
81671,50.565529837264386
81672,24.61174855583089
81673,13.330800000000947
81674,11.214800000000595
81675,10.051000000000595
81676,8.993000000000556
81677,8.358200000000272
81678,17.11606084103137
81679,35.71455940327065
81680,54.645700000000716
81681,66.77061309924615
81682,77.93209669286878
81683,102.88568766089546
81684,119.81256219767458
81685,129.49920000000057
81686,133.73120000000054
81687,137.82729710839698
81688,138.33350000000087
81689,139.1270000000011
81690,137.54000000000104
81691,136.21750000000102
81692,132.56740000000065
81693,128.69504090840283
81694,120.67589971589099
81695,101.24215355200738
81696,88.39706739462123
81697,73.89645125221779
81698,62.51761455015747
81699,52.04471018637117
81700,43.590638618315744
81701,27.50134821321293
81702,18.991100000000117
81703,13.038149475174118
81704,8.569799999999399
81705,6.824099999999398
81706,5.818999999999397
81707,2.9095
81708,2.645
81709,2.2747
81710,2.3805
81711,2.116
81712,2.116
81713,1.6399000000000001
81714,1.6399000000000001
81715,1.6928
81716,2.116
81717,5.4487000000000005
81718,14.077082655377291
81719,19.30849999999999
81720,23.54049999999999
81721,25.920999999999992
81722,27.93120000000009
87681,484.717944474268
87682,446.98341965363016
87683,435.487326012593
87684,417.328103906359
87685,414.68309999999843
87686,386.5931999999986
87687,314.2790218034892
87688,229.30442055024525
87689,204.86506581703026
87690,182.06446814996644
87691,137.73941720367162
87692,111.77769999999919
87693,82.36260661484424
87694,59.353799999999424
87695,43.904197115028786
87696,36.209532352106976
87697,25.5507000000006
87698,20.7897000000006
87699,23.10944815243584
87700,30.7179882331303
87701,44.79951823369629
87702,54.76035634963722
87703,63.26840000000023
87704,78.61618902562397
87705,84.1087229904254
87706,85.51942928822818
87707,76.96949999999912
87708,65.4901999999997
87709,64.9082999999997
87710,61.8929999999995
87711,57.343599999999505
87712,56.708799999999606
87713,54.592799999999606
87714,58.031299999999604
87715,61.575599999999
87716,64.90830137999691
87717,65.8609589216919
87718,66.24273595671733
87719,63.74450137999673
87720,56.179801379997784
87721,44.700501379997334
87722,38.56875779926703
87723,28.089901379997638
87724,25.07460137999764
87725,22.923350964496244
87726,19.36140137999754
87727,17.827301379997802
87728,17.351201379997804
87729,15.3409999999998
87730,15.1293999999997
87731,15.182299999999701
87732,15.8699999999997
87733,15.975799999999701
87734,15.182299999999701
87735,14.759099999999702
87736,15.2881
87737,15.6584
87738,16.6106
87739,16.1345
87740,17.2983
88141,467.61123230718067
88142,479.63500628447264
88143,473.42034984920883
88144,454.4678873183325
88145,434.74284538314384
88146,422.63417084545125
88147,400.3314357540412
88148,353.42970762305214
88149,277.8970327831056
88150,247.78359999999688
88151,239.50957825419565
88152,235.89098456596244
88153,211.11124114893983
88154,177.30432527811803
88155,146.74459999999777
88156,123.76144823790963
88157,94.3685052634645
88158,66.1299539172139
88159,51.84200000000003
88160,31.89870000000091
88161,32.74609338396295
88162,48.71767293702519
88163,55.28049999999995
88164,57.766800000000075
88165,64.16770000000022
88166,70.25556044754916
88167,83.31665128256526
88168,89.29519999999961
88169,95.21999999999962
88170,96.3308999999996
88171,91.86541822775995
88172,74.51561990414942
88173,62.8451999999997
88174,59.5653999999995
88175,56.76169999999961
88176,56.655899999999605
88177,60.57049999999934
88178,66.49530137999744
88179,69.20754534309339
88180,70.56860137999746
88181,70.00506315119345
88182,66.70690137999696
88183,60.18168979150904
88184,45.811401379997776
88185,39.67500137999743
88186,30.68200137999764
88187,27.98410137999764
88188,26.23840137999764
88189,22.64120137999754
88190,21.048204243420802
88191,18.885301379997802
88192,17.9331013799978
88193,16.3057259657112
88194,15.922899999999702
88195,15.8699999999997
88196,16.187399999999702
88197,15.6583999999997
88198,14.917799999999701
88199,14.3359
88200,15.0236
88201,15.711300000000001
88604,428.3777907693383
88605,423.97179170559144
88606,406.16903476974545
88607,381.7801688481617
88608,367.899973037356
88609,327.4645355467444
88610,294.81165053297923
88611,282.9093801046685
88612,267.7629322977988
88613,272.55449152683036
88614,261.48749030737036
88615,257.5700999999969
88616,243.60154780971288
88617,214.36755433453615
88618,182.5578999870537
88619,175.55240753577812
88620,150.8707999870537
88621,128.0708999870541
88622,101.04920153675681
88623,79.09953329979848
88624,74.48007535349902
88625,71.32327168532606
88626,59.61829999999983
88627,62.95099999999983
88628,66.91850000000002
88629,76.21892660222215
88630,87.28499999999961
88631,91.8343999999994
88632,96.5424999999994
88633,96.8069999999994
88634,96.8069999999994
88635,95.43159999999934
88636,76.65209999999912
88637,61.311099999999804
88638,58.560299999999806
88639,63.446182433024646
88640,70.1453999999995
88641,73.53100137999759
88642,72.89620137999735
88643,72.52590137999746
88644,70.72730137999746
88645,67.76490137999696
88646,65.17292990550996
88647,51.89490137999791
88648,41.68920387338277
88649,34.22630137999764
88650,29.25370137999764
88651,27.13770137999764
88652,26.60870137999764
88653,23.91080137999754
88654,20.135558385899802
88655,19.1498013799978
88656,17.457001379997802
88657,16.769299999999703
88658,16.2931999999997
88659,15.975799999999701
88660,15.3409999999997
88661,15.076499999999701
88662,14.2301
88663,14.4946
89067,385.8527091982825
89068,388.9792775718661
89069,394.1329628049758
89070,385.14129171027054
89071,372.04687383400005
89072,346.7161181068435
89073,333.7354269502654
89074,321.84185069881835
89075,310.3020452620264
89076,299.24380978456855
89077,280.79319999999626
89078,276.6345816646675
89079,283.19705294006457
89080,251.18234478927099
89081,213.45149998705313
89082,200.20443996696923
89083,167.35207020746682
89084,145.5795460074332
89085,137.7577071035661
85885,19.83749999999999
85886,20.73679999999999
85887,21.05419999999999
85888,21.26579999999999
85889,21.688999999999993
86289,477.74082902867906
86290,496.9737123990644
86291,498.42393836077787
86292,470.651633915714
86293,445.7964081363613
86294,424.73331940419786
86295,411.40530392309074
86296,381.08081250936925
86297,358.87360000481743
86298,349.043028501747
86299,302.82996602810425
86300,219.102021707473
86301,160.6229436117926
86302,80.70151422039324
86303,44.39295842065867
86304,29.796073091120043
86305,13.5423999999998
86306,7.6704999999999
86307,8.828007940276901
86308,12.217526694971731
86309,18.091799999999957
86310,19.255600000000072
86311,19.414299999999873
86312,19.46719998215506
86313,18.779499982155055
86314,17.880199982154934
86315,19.678799982154935
86316,32.722825853204824
86317,55.462569996441225
86318,64.44009599878625
86319,73.97197417620777
86320,79.17591475955672
86321,83.67199911749616
86322,84.20352560991384
86323,79.10615819221027
86324,66.60109999999993
86325,58.454499999999925
86326,57.44940000000006
86327,54.48700000000006
86328,50.36080000000046
86329,43.90700000000076
86330,34.644763378397606
86331,27.8783000000007
86332,19.06104903657575
86333,14.283000000000452
86334,13.277900000000502
86335,11.9968975523965
86336,12.484400000000502
86337,13.073862128433491
86338,11.69089999999989
86339,11.90249999999984
86340,12.008299999999942
86341,12.59019999999994
86342,12.85469999999994
86343,14.65329999999994
86344,14.44170000000005
86345,14.547500000000051
86346,14.23010000000005
86347,16.58477065299785
86348,20.101999999999993
86349,19.520099999999992
86350,20.049099999999992
86351,20.260699999999993
86352,20.578099999999992
86752,536.9265044991902
86753,541.9483829181183
86754,525.9847000382579
86755,493.3421490907862
86756,461.5895392477766
86757,448.0627947801917
86758,424.36483718408823
86759,405.7435015444325
86760,393.53658768726586
86761,360.7745504935991
86762,298.35222506982547
86763,228.10209444574133
86764,139.9500304019378
86765,110.61389998303366
86766,78.48663876818426
86767,51.286099959377744
86768,28.6150254400205
86769,13.655612585136682
86770,13.648199999999902
86771,17.973194024066956
86772,19.53159316840216
86773,19.731699999999872
86774,19.784599982155058
86775,20.327813321948234
86776,21.008272825952737
86777,23.170199982154934
86778,29.35949998215472
86779,44.70049998215443
86780,53.90509998215457
86781,61.792470907913675
86782,63.90319998215484
86783,61.945899982154934
86784,59.98939863628148
86785,61.20529998215471
86786,62.52779998215539
86787,61.15933250189693
86788,59.248000000000296
86789,57.932262206976446
86790,55.279293330446855
86791,51.947903512521755
86792,51.52460000000046
86793,48.82670000000041
86794,38.035100000000405
86795,34.12050000000045
86796,21.90806660895205
86797,17.8802000000002
86798,17.1925000000002
86799,17.29829999999985
86800,13.85979999999959
86801,12.27279999999989
86802,12.752316939518892
86803,12.854699999999841
86804,13.59529999999984
86805,14.12429999999994
86806,15.12939999999994
86807,14.820152850210441
86808,14.812000000000051
86809,14.75910000000005
86810,16.24030000000005
86811,19.35182474744725
86812,20.15489999999999
86813,19.46719999999999
86814,19.943299999999994
86815,19.99619999999999
87215,537.3886447102099
87216,551.5343457376382
87217,532.8376974814855
87218,509.16713193401995
87219,468.5718873303071
87220,440.70654583611986
87221,433.3121761753835
87222,419.9840324998465
87223,396.58140838753206
87224,352.6993982026629
87225,271.9668641029427
87226,197.65392444935074
87227,155.73759998303393
87228,121.81597087961799
87229,102.56892125557754
87230,67.53429781206326
87231,42.16129996655881
87232,33.77542011896514
87233,23.381799999999956
87234,19.52009999999986
87235,19.361399999999833
87236,19.943866889207015
87237,20.419399982154935
87238,21.847699982154936
87239,26.238399982155045
87240,33.22311220768463
87241,44.92808576580894
87242,52.96240629580118
87243,56.81275591791687
87244,63.65742854648388
87245,64.16769998215477
87246,63.374199982155
87247,61.52269998215493
87248,58.66609998215472
87249,58.61319998215492
87250,59.24799998215536
87251,57.76680000000034
87252,56.44430000000034
87253,58.56030000000034
87254,61.945900000000165
87255,60.78210000000003
87256,58.57622824882534
87257,51.776045441107144
87258,38.93439999999998
87259,31.935574743259885
87260,23.8567450565605
87261,22.4344959170182
87262,17.985999999999752
87263,16.92799999999959
87264,15.76419999999959
87265,14.466699512286889
87266,13.912699999999841
87267,14.38879999999984
87268,14.35717926743794
87269,15.49969999999994
87270,15.605499999999939
87271,15.02360000000005
87272,14.812000000000051
87273,15.49970000000005
87274,16.39900000000005
87275,19.523849418676193
87276,19.572999999999993
87277,18.832399999999993
87278,19.46719999999999
87678,520.8385982036393
87679,532.492874079989
87680,527.2014000382583
89086,138.31485335220668
89087,106.40402420941444
89088,89.22047183076512
89089,79.03260000000098
89090,69.48928648366713
89091,70.19830000000074
89092,78.09393858726578
89093,88.18430000000299
89094,95.00840000000336
89095,100.35130000000336
89096,98.6056063203206
89097,97.38356597586441
89098,96.33090000000281
89099,94.4265000000028
89100,70.88465800997736
89101,65.06700000000316
89102,71.46790000000316
89103,74.48320000000345
89104,76.05251310507255
89105,75.75280000000345
89106,74.77999259929756
89107,73.68970000000326
89108,68.92870000000316
89109,65.80760000000316
89110,53.94637692140191
89111,45.2824000000004
89112,36.289400000000306
89113,30.241512221628703
89114,28.671800000000655
89115,27.368534109339656
89116,27.243500000000655
89117,23.576980226846953
89118,19.837500000000254
89119,18.8320750298647
89120,16.9760984580926
89121,16.4519000000004
89122,15.605500000000399
89123,15.3939000000004
89124,14.706200000000399
89125,14.441700000000399
89530,400.7723660635008
89531,417.3298892504409
89532,411.0256708904002
89533,405.30066726852425
89534,395.0892824659831
89535,387.70497845352446
89536,378.5330024591617
89537,381.1302848048751
89538,377.47341256639606
89539,361.5514940167427
89540,332.4349768678921
89541,315.7823255708286
89542,323.66879314971754
89543,291.1764249762293
89544,250.76742486442114
89545,238.36570347041368
89546,211.9942068008613
89547,188.87495127952127
89548,172.16779512113803
89549,158.63633858454114
89550,135.91241041501166
89551,102.13867261982351
89552,90.43778644587168
89553,84.02585929443967
89554,76.33470000000044
89555,80.03770000000088
89556,90.98800000000342
89557,93.95040000000377
89558,101.14480000000337
89559,100.56290000000318
89560,98.44690000000341
89561,97.23020000000311
89562,97.60050000000311
89563,92.42151597394691
89564,72.29578557468126
89565,76.22890000000345
89566,76.86370000000345
89567,79.77320000000365
89568,78.82100000000366
89569,78.45053411723038
89570,75.96440000000347
89571,71.57370000000337
89572,68.16310850615696
89573,53.2674486971186
89574,44.9650000000004
89575,38.405400000000405
89576,32.1632000000003
89577,29.260803112322403
89578,28.195700000000404
89581,20.0491000000002
89582,19.2556000000002
89583,16.8222000000002
89584,16.6635000000004
89585,15.7642000000004
89586,15.235200000000399
89993,441.2805487927988
89994,453.09716577123675
89995,443.9057377969299
89996,437.2611861422011
89997,427.1004228879959
89998,423.8347999879862
89999,426.0893575487195
90000,425.3551430268167
90001,432.3939657387893
90002,437.72122383727543
90003,449.6740768539904
90004,418.6747128480838
90005,401.75708154794546
90006,361.0226199064525
90007,317.37939406649065
90008,304.8810571736838
90009,282.65425218474564
90010,277.3204630282254
90011,295.05749260024135
90012,264.2125642097199
90013,211.68597838834899
90014,183.47573178647747
90015,144.8873782041184
90016,118.4119644004993
90017,99.34129320045815
90018,90.3953124521162
90019,93.84460000000279
90020,95.06130000000385
90021,100.93320000000335
90022,101.72449238198188
90023,101.03900000000338
90024,98.76430000000312
90025,99.9810000000032
90026,103.04920000000311
90027,86.67288579775068
90028,80.67250000000364
90029,82.57690000000369
90030,84.42840000000372
90031,82.89430000000372
90032,82.36530000000371
90033,80.46090000000382
90034,74.58900000000337
90035,70.47277003434377
90036,53.2174000000016
90037,44.9650000000006
90038,36.5010000000004
90039,34.067600000000404
90456,471.93154155600206
90457,460.38429827969327
90458,455.2243102458199
90459,460.166593686285
90460,457.29989749448094
90461,463.3342842352442
90462,475.1443013834038
90463,497.836621744049
90464,517.4970668387367
90465,525.0298245493672
90466,534.6389562265298
90467,540.8134138909898
90468,499.0151745376393
90469,416.78248317243145
90470,386.68162315489354
90471,375.54182349893136
90472,355.57294862853166
90473,345.6788073909879
90474,348.2936004929197
90475,333.74723942121835
90476,311.6954673614573
90477,229.44954460801347
90478,190.42385867652754
90479,164.5189043785852
90480,154.57548870655606
90481,124.21244706597359
90482,103.53319354163328
90483,102.14990000000395
90484,102.94340000000375
90485,102.04410000000338
90486,101.93830000000338
90487,101.70780678449498
90488,102.7847000000032
90489,108.50270949663896
90490,104.07828927734958
90491,85.16900000000369
90492,85.9625000000037
90493,87.81400000000369
90494,86.3857000000037
90495,85.66485437831881
90496,83.05069289826022
90497,75.98935086906901
90498,68.56210410122036
90499,52.94908585758433
90919,502.71402679129704
90920,487.64299265554575
90921,491.6230083404331
90922,499.5876000093732
90923,518.683244626031
90924,543.5441442892046
90925,573.24087530517
90926,610.7196163441047
90927,623.8174161752261
90928,647.8497472519874
90929,619.8679069495764
90930,593.0260424625835
90931,548.3905293902642
90932,471.3473894286632
74742,18.67698851837461
74743,16.2972535491078
74744,14.159595223538602
74745,13.27790000000002
74746,11.270947768524032
74747,8.8572411977902
74748,7.0357
74749,6.348
74750,5.7132000000000005
74751,5.0255
74752,4.2849
74753,2.8037
74754,2.2218
74755,1.5341
74756,1.3225
74757,1.0051
74758,1.0051
74759,0.7935
74760,0.5819
74761,0.8464
74762,0.8993
74763,1.0051
74764,0.9522
74765,0.8464
74766,1.1638
74767,1.1638
74768,1.8515000000000001
74769,2.0102
74770,2.2747
74771,2.5392
74772,2.4334000000000002
74773,2.4863
74774,2.5149361563199
74775,3.9146
74776,8.993
74777,12.707000303957601
74778,16.1345
74779,18.77949999999989
74780,20.68389999999989
74781,21.84769999999989
74782,22.95859999999989
74783,23.06439999999989
74784,23.85789999999989
74785,24.23270345401849
74786,23.6992
75192,8.834300000000502
75193,9.257500000000501
75194,10.315500000000501
75195,12.748900000000502
75196,14.0714000000004
75197,16.4519000000004
75198,18.885300000000502
75199,22.671245048305302
75200,26.10052362533855
75201,29.99430000000077
75202,33.43280000000063
75203,36.92420000000068
75204,38.91613685914604
75205,45.792124558062945
75206,51.947799999999816
75207,46.64240255950062
75208,38.6740492834745
75209,32.480599999999534
75210,24.449035599064917
75211,18.568117521788018
75212,13.648199999999832
75213,10.15680000000043
75214,6.1893
75215,5.29
75216,4.9726
75217,3.5972
75218,1.9573
75219,1.3754
75220,1.0051
75221,0.6348
75222,0.4761
75223,0.4761
75224,0.8464
75225,0.8993
75226,0.9522
75227,0.8464
75228,0.8464
75229,1.0051
75230,1.1109
75231,1.1109
75232,1.7986
75233,1.6928
75234,1.7457
75235,1.9044
75236,2.1689000000000003
75237,2.3276
75238,4.4965
75239,11.3206
75240,14.28299999999989
