CONUS_10KM,ridge_HA
75241,16.66349999999989
75242,19.16823458356169
75243,21.15999999999989
75244,22.323799999999892
75245,24.17529999999989
75246,24.17529999999989
75247,24.09397673204429
84495,17.509899999999764
84496,18.409199999999633
84497,21.424499999999632
84498,23.752099999999633
84499,24.281099999999633
84500,24.17529999999963
84501,24.439799999999632
84502,23.96369999999963
84899,337.0810753938873
84900,307.6450729893095
84901,292.4841000000007
84902,285.6294455872771
84903,273.81618352950625
84904,265.61882825276837
84905,253.93236273981623
84906,242.1329108799756
84907,227.61149943807595
84908,218.57092945965735
84909,204.9874999999997
84910,199.57479936192027
84911,152.33824586531307
84912,110.66679999999947
84913,74.90639999999951
84914,30.263763016480738
84915,16.2932000000001
84916,16.0287000000003
84917,13.4895000000003
84918,10.8974000000003
84919,7.4589000000003
84920,5.3429000000002
84921,4.3907000000002006
84922,4.2320000000002
84923,5.819000000000201
84924,10.0035014960413
84925,17.56280000000067
84926,26.29130000000077
84927,34.579470260527025
84928,40.88325354819658
84929,47.18680000000101
84930,52.529700000001
84931,58.5074000000015
84932,66.2837000000021
84933,71.6266000000026
84934,71.62660000000258
84935,71.49204054214151
84936,69.66872718693331
84937,57.97840000000266
84938,50.360800000001475
84939,39.410500000001235
84940,20.790550302544297
84941,15.76420000000017
84942,15.023600000000169
84943,12.74890000000015
84944,10.156800000000251
84945,8.35820000000005
84946,7.88210000000005
84947,7.35309999999985
84948,6.55959999999975
84949,5.55449999999981
84950,2.7507999999998103
84951,2.69789999999981
84952,2.27469999999981
84953,2.11599999999981
84954,3.3597027898519105
84955,8.35819999999936
84956,8.56979999999956
84957,9.20459999999956
84958,19.83749999999956
84959,20.36649999999956
84960,20.84259999999943
84961,22.64119999999943
84962,24.028230258196132
84963,23.752099999999633
84964,24.33399999999963
84965,23.96369999999963
85362,357.9839834076737
85363,338.06607567293634
85364,339.0883094649352
85365,337.265657919734
85366,327.15936754668735
85367,328.15974527776837
85368,329.7743897006082
85369,331.6683733723701
85370,322.4625965306458
85371,297.8295957225483
85372,267.93443063794854
85373,220.95289309733488
85374,143.84124178319047
85375,101.77959999999948
85376,65.14032636068781
85377,21.59285337205292
85378,16.0816000000001
85379,15.7642000000003
85380,13.9656000000003
85381,9.5220000000003
85382,6.232470098827401
85383,4.0204000000002
85384,3.7559000000002003
85385,4.3377999999998
85386,5.1841999999998
85387,7.723399999999801
85388,13.754000000000001
85389,20.106061092732773
85390,29.30660000000077
85391,37.294891908734
85392,46.61648342839154
85393,58.49064384445185
85394,67.44064646195328
85395,79.60557698715519
85396,90.14160000000258
85397,89.15995200481454
85398,87.13083233228359
85399,81.84221455307954
85400,74.16580000000248
85401,62.10460000000247
85402,34.93875845435956
85403,22.85594810892586
85404,18.41958874130817
85405,14.70315531901538
85406,11.765311797461191
85407,9.48060120367545
85408,9.46909999999985
85409,9.04589999999985
85410,8.56979999999975
85411,8.88719999999981
85412,6.18929999999981
85413,5.4486999999998105
85414,6.136399999999701
85415,7.08860000000001
85416,9.04589999999981
85417,11.72814161566147
85418,11.58509999999957
85419,10.714379336282759
85420,10.156799999999562
85421,18.832399999999563
85422,20.630999999999563
85423,21.06003877151883
85424,21.79479999999943
85425,22.53539999999943
85426,22.641199999999632
85427,23.43469999999963
85826,386.49975873380185
85827,389.1671723587422
85828,408.0908059533421
85829,400.3288522037736
85830,386.74367487562506
85831,373.3954520341646
85832,366.1130723748144
85833,361.4179360409711
85834,335.69557058244277
85835,318.6944322151692
85836,291.3791978335913
85837,207.9899099688391
85838,132.70894922211113
85839,52.59256430476711
85840,17.7215000000001
85841,16.545937867605502
85842,16.4519000000003
85843,15.605500000000301
85844,8.2524000000002
85845,7.8292000000002
85846,9.733600000000179
85847,14.282999999999847
85848,17.245399999999947
85849,15.129399999999949
85850,15.129399999999949
85851,17.774399999999822
85852,22.112199999999824
85853,26.959794110462244
85854,38.27923656942622
85855,60.104051069561315
85856,75.14199939631328
85857,86.59730000000172
85858,89.93000000000261
85859,90.58772882907543
85860,87.91980000000228
85861,86.54440000000206
85862,80.11718084508256
85863,65.06700000000197
85864,50.784000000001456
85865,44.488900000001934
85866,37.759876646596766
85867,26.979000000001125
85868,17.298300000001326
85869,11.16189999999989
85870,12.955331391484592
85871,12.537299999999851
85872,11.276025250316911
85873,10.844499999999499
85874,11.1089999999995
85875,10.4212999999997
85876,9.9980999999996
85877,10.0509999999996
85878,10.579999999999401
85879,12.48439999999916
85880,13.17209999999916
85881,14.07036848801747
85882,13.75399999999947
85883,13.542399999999459
85884,19.78459999999966
75248,24.38690000000039
75655,8.94386348834159
75656,10.63289999999959
75657,12.37859999999959
75658,13.753999999999492
75659,16.463158403987944
75660,18.938199999999743
75661,24.06949999999967
75662,29.094999999999768
75663,33.37989999999946
75664,40.5214000669184
75665,44.594700066918406
75666,54.23188283608683
75667,68.89767832945581
75668,72.04980006691805
75669,68.13728385221415
75670,65.06700006691794
75671,58.91440574393622
75672,49.59312067062367
75673,36.50100006691895
75674,29.253700066918654
75675,24.91567745773869
75676,18.250499999999583
75677,12.484399999999649
75678,6.44716965144655
75679,5.39579999999965
75680,4.70809999999965
75681,3.0681999999996
75682,1.21669999999995
75683,0.74059999999995
75684,0.47609999999995
75685,0.47609999999995
75686,0.47609999999995
75687,0.84639999999995
75688,0.84639999999995
75689,0.79349999999995
75690,0.84639999999995
75691,0.84639999999995
75692,0.84639999999995
75693,0.95219999999995
75694,0.9522
75695,1.058
75696,1.3225
75697,1.587
75698,1.587
75699,1.587
75700,2.5843570557607003
75701,9.05587328605892
75702,13.54240000000042
75703,15.23510489328682
75704,17.986000000000445
75705,20.789700000000444
75706,23.170200000000495
75707,24.016600000000494
75708,24.968800000000414
75709,26.767400000000414
75710,26.873200000000416
76118,9.78649999999959
76119,11.69089999999959
76120,13.43659999999949
76121,14.126203647989941
76122,19.202699999999673
76123,24.122399999999672
76124,29.982454455594034
76125,36.50099999999962
76126,43.53670006691841
76127,47.411271251715306
76128,66.84709980763527
76129,84.64000006691815
76130,88.18219430030658
76131,87.90714514543248
76132,84.36568822618105
76133,78.23769819711214
76134,70.25120006691803
76135,63.049634454976925
76136,54.24460397538213
76137,37.92223100698373
76138,30.84070006691849
76139,26.482001581113252
76140,19.89039999999982
76141,12.43149999999965
76142,6.08349999999965
76143,5.02549999999965
76144,4.23199999999965
76145,1.6398999999999502
76146,0.89929999999995
76147,0.74059999999995
76148,0.63479999999995
76149,0.63479999999995
76150,0.58189999999995
76151,0.79349999999995
76152,0.79349999999995
76153,0.84639999999995
76154,0.84639999999995
76155,0.84639999999995
76156,0.7856903432978
76157,0.8993
76158,0.8464
76159,0.8464
76160,0.7406
76161,1.0051
76162,1.1109
76163,2.645
76164,12.38078344805172
76165,14.547500000000444
76166,17.774400000000444
76167,20.049100000000443
76168,20.736800000000443
76169,23.910800000000442
76170,25.973900000000494
76171,26.291300000000497
76172,26.397100000000414
76173,26.979000000000415
76581,11.21479999999959
76582,12.65658634424369
76583,13.595299999999492
76584,17.93309999999974
76585,22.746999999999673
76586,29.25291882368477
76587,36.34229999999962
76588,44.3831000669184
76589,54.059360243301
76590,81.92908121834922
76591,92.68080006691875
76592,94.32070006691839
76593,95.43160006691839
76594,95.1142000669184
76595,93.8317273943079
76596,90.4382991185186
76597,84.69290006691838
76598,78.60324490879339
76599,68.45260006691875
76600,56.99600823287555
76601,40.20400006691855
76602,32.26900006691853
76603,28.036999999999797
76604,20.789699999999613
76605,12.53729999999965
76606,5.81899999999965
76607,4.97259999999965
76608,2.96239999999965
76609,1.05799999999995
76610,0.68769999999995
76611,0.52899999999995
76612,0.52899999999995
76613,0.58189999999995
76614,0.89929999999995
76615,0.74059999999995
76616,0.74059999999995
76617,0.84639999999995
76618,0.7406
76619,0.7406
76620,0.7406
76621,0.7935
76622,0.7406
76623,0.7406
76624,0.8464
76625,1.587
76626,3.3856000000000197
76627,12.907630205116044
76628,17.509900000000442
76629,18.726600000000442
76630,20.789700000000444
76631,23.170200000000442
76632,24.545600000000444
76633,26.398266720277498
76634,28.142800000000495
76635,28.247482917834894
77044,11.32059999999959
77045,12.960499999999492
77046,14.177199999999491
77047,20.52519999999967
77048,26.117162954365472
77049,34.732879032354056
77050,41.06263912969842
77051,62.65189725606162
77052,74.80073338787382
77053,89.50680006691874
77054,92.89112560436475
77055,95.6100934371064
77056,96.7541000669186
77057,96.91280006691859
77058,97.0765730485022
77059,95.1142000669186
77060,95.69610006691852
77061,93.84460006691914
77062,87.28500006691904
77063,73.05923771113156
77064,51.47170006691872
77065,39.198900066918554
77066,32.21610006691853
77067,25.92099999999989
77068,16.34609999999968
77069,10.262599999999681
77070,6.34799999999965
77071,3.3855999999996502
77072,0.8464
77073,0.5819
77074,0.4761
77075,0.52899999999995
77076,0.5819
77077,0.7406
77078,0.8464
77079,0.6877
77080,0.6877
77081,0.7406
77082,0.7406
77083,0.6348
77084,0.529
77085,0.5819
77086,0.6877
77087,1.058
77088,1.587
77089,7.6176
77090,15.8171
77091,19.9962
77092,21.265800000000002
77093,21.16
77094,22.4296
77095,23.5020052381127
77096,25.0217000000001
77097,26.5029000000001
77098,28.1957000000001
77507,11.796700000000001
77508,13.5424
77509,15.250976151246302
77510,22.271479155445213
77511,30.3116999999992
77512,39.410499999999196
77513,60.875524669515286
77514,70.88600005622433
77515,84.17202884669638
77516,91.76953310786618
77517,93.73880005622448
77518,97.44180005622447
77519,97.49470005622445
77520,98.92300005622437
77521,100.91053134750946
77522,102.05903992475736
77523,101.54256250463406
77524,99.29330005622487
77525,97.67241113594257
77526,91.19960000000049
77527,71.31335357149592
77528,50.67820000000098
77529,39.9924000000009
77530,31.581300000000187
77531,23.71200702746034
77532,12.8018000000003
77533,7.2473000000001
77534,4.9197000000001
77535,0.8993
77536,0.5933539611887001
77537,0.5819000000001001
77538,0.5819000000001001
77539,0.5290000000001001
77540,0.5819000000001001
77541,0.8993000000001001
77542,0.8464
77543,0.6348
77544,0.6348
77545,0.7406
77546,0.529
77547,0.529
77548,0.529
77549,0.6348
77550,1.0051
77551,1.6399000000000001
77552,10.7916
77553,18.4621
77554,21.2129
77555,20.9484
77556,21.5832
77557,22.9586
77558,25.021700000000003
77559,26.0268000000001
77560,26.4500000000001
77561,26.7674000000001
77970,13.119200000000001
77971,14.0714
77972,19.4745933862342
77973,24.175525609244797
77974,34.808199999999296
77975,49.71570646813931
77976,68.82290005622444
77977,74.27160005622433
77978,87.60240005622427
77979,91.94020005622447
77980,95.59030005622448
77981,97.54760005622445
77982,100.88030005622437
77983,103.84270005622487
77984,108.39210005622498
77985,107.01670005622498
77986,107.42555604551596
77987,107.28566254197763
77988,107.387000056224
77989,103.38540309938172
77990,88.22811496119866
77991,63.79740000000082
77992,50.18011163700189
77993,39.47168524825382
77994,29.62288187388255
77995,15.02360000000014
77996,8.1995000000001
77997,6.559600000000101
77998,3.5972000000002002
77999,1.2167000000001
78000,1.0580000000001002
78001,1.0051000000001
78002,1.1109000000001001
78003,0.7935000000001001
78004,0.7406000000001001
78005,1.0051000000001
78006,0.7935000000001001
78007,0.6877
78008,0.4232
78009,0.4232
78010,0.529
78011,0.7406
78012,1.1109
78013,1.2167000000000001
78014,2.829420687540833
78015,14.006067146525634
78016,19.149799999999434
78017,21.001299999999432
78018,24.1218229890289
78019,24.5985
78020,24.7572
78021,25.286199999999972
78022,26.555799999999973
78023,27.142783842213372
78433,14.8649
78434,14.812000000000001
78435,19.470122115291698
78436,25.603599999999297
78437,39.4633999999993
78438,62.276997308356286
78439,70.25120005622402
78440,76.69263015605443
78441,87.19452928555617
78442,93.10400005622448
78443,95.68104240837735
78444,103.15500005622486
78445,105.21810005622486
78446,110.98420005622498
78447,118.13531366417422
78448,128.559841637586
78449,132.300093025866
78450,129.44630005622406
78451,125.79620005622404
78452,122.98195733029995
78453,112.16836680359296
78454,83.2213325390732
78455,60.200200000000386
78456,48.480936985794344
78457,37.77525366794569
78458,22.62564536883751
78459,11.0065507506058
78460,6.8241000000001995
78461,4.4965000000002
78462,1.4283000000001
78463,1.3225000000001002
78464,1.6744226532336002
78465,1.79859999999967
78466,1.74569999999967
78467,1.53409999999967
78468,1.11089999999967
78469,1.2166999999996702
78470,0.6348000000001001
78471,0.6877000000001001
78472,0.6877
78473,0.6348
78474,0.7935
78475,1.5340999999994331
78476,1.586999999999433
78477,3.4913999999994334
78478,14.970699999999432
78479,19.826224304988934
78480,23.275999999999435
78481,25.339099999999405
78482,26.9260999999994
78483,27.031899999999403
78484,26.767399999999974
78485,26.66159999999997
78896,15.7642
78897,16.980900000000002
78898,20.6551303525472
78899,26.661599999999297
78900,46.499309723877744
78901,65.17280005622459
78902,70.51570005622433
78903,76.91660005622452
78904,90.43863880631467
78905,93.20980005622445
78906,99.50348592891046
78907,105.97069039828936
78908,116.51279826644878
78909,137.75160005622433
81723,29.253700000000304
81724,30.734900000000305
81725,31.052300000000304
82121,254.0258000000008
82122,248.8945000000009
82123,249.5293000000009
82124,247.09590000000094
82125,238.68480000000042
82126,238.89640000000043
82127,235.19340000000042
82128,231.33170000000044
82129,223.08041862277943
82130,194.04269493436524
82131,161.66239999999993
82132,128.99602544833593
82133,114.49481032003033
82134,75.23400505711166
82135,36.50355065210292
82136,17.827299999999923
82137,12.272799999999922
82138,10.527099999999923
82139,10.103899999999921
82140,6.6124999999999
82141,7.7233999999999
82142,21.72576286468872
82143,37.50208377098884
82144,54.34312240168638
82145,71.79877809414305
82146,91.90047742705525
82147,108.49789998120254
82148,121.14099998120254
82149,128.5469999812025
82150,133.6253999812022
82151,133.46669998120223
82152,133.7311999812029
82153,134.04859998120293
82154,129.8694999812028
82155,127.1808480372824
82156,120.72836294180979
82157,112.09509998120264
82158,90.30030000000029
82159,75.55823090558701
82160,63.05680000000042
82161,59.92064008559871
82162,53.6386654710358
82163,42.74320000000041
82164,26.9790000000001
82165,19.2523161639101
82166,12.8018
82167,9.257500000000501
82168,7.6176
82169,6.348
82170,4.6023000000000005
82171,2.8566000000000003
82172,2.3805
82173,2.2218
82174,2.2218
82175,2.116
82176,1.6928
82177,1.7457
82178,1.7457
82179,1.8515000000000001
82180,8.6756000000004
82181,15.499700000000399
82182,21.1071000000004
82183,24.704300000000202
82184,26.502900000000302
82185,27.508000000000305
82186,28.407300000000305
82187,29.200800000000303
82188,29.782700000000304
82189,30.0252567189553
82584,261.4326421032071
82585,259.37742911077237
82586,256.67826466993097
82587,254.18450000000118
82588,244.70291736411573
82589,240.11310000000066
82590,239.63700000000065
82591,234.98619242652646
82592,227.47000000000043
82593,214.66820000000044
82594,183.77460000000022
82595,150.11435744972442
82596,123.30989999999963
82597,89.99235422596331
82598,50.725365604880665
82599,20.683899999999923
82600,13.859799999999922
82601,11.267699999999921
82602,10.738699999999922
82603,7.987899999999922
82604,6.8240999999999
82605,11.2147999999999
82606,25.709399999999135
82607,36.34229999999868
82608,57.50229998120193
82609,79.57865494759568
82610,93.08117324301651
82611,106.32899998120276
82612,118.06937795119553
82613,123.46859998120215
82614,129.43522334165482
82615,126.51682890643217
82616,124.47369998120244
82617,121.05814523930641
82618,116.0096999812023
82619,109.91368771754503
82620,90.08628243136792
82621,67.20130710547062
82622,63.003900000000314
82623,62.63360000000042
82624,59.24800000000041
82625,54.27540000000041
82626,41.2255261910814
82627,26.7145000000001
82628,17.8802000000001
82629,13.383700000000001
82630,9.363300000000502
82631,8.0170360819784
82632,6.4538
82633,5.7132000000000005
82634,3.0682
82635,2.2747
82636,2.2747
82637,2.1689000000000003
82638,1.6928
82639,1.6928
82640,1.6928
82641,1.9044
82642,2.0102
82643,10.580000000000402
82644,17.351200000000343
82645,21.160000000000345
82646,24.175300000000345
82647,26.265145741766442
82648,28.195700000000247
82649,29.200800000000246
82650,29.306600000000245
82651,29.042100000000303
83047,276.34960000000103
83048,266.13990000000103
83049,262.54341856412884
83050,257.6092376785572
83051,249.26480000000117
83052,242.30125121285866
83053,240.64210000000065
83054,235.35210000000066
83055,230.80270000000067
83056,221.65100000000044
83057,202.37709038164485
83058,164.14441653340091
83059,130.74286100277914
83060,106.43479999999977
83061,65.86049999999959
83062,28.51309999999992
83063,14.970699999999923
83064,11.955399999999923
83065,11.003199999999921
83066,9.786499999999922
83067,6.5595999999999
83068,7.1943999999998995
83069,13.754294577328489
83070,24.388797776338436
83071,37.40029999999843
83072,57.74937352322102
83073,74.69719615610603
83074,89.09454012851353
83075,97.24503694641415
83076,102.14989998120194
83077,107.28648693984161
83078,109.246945061424
83079,107.01669998120221
83080,103.57819998120202
83081,97.75919998120246
83082,76.38209668119191
83083,62.84520000000032
83084,63.32130000000032
83085,63.003900000000314
83086,61.89300000000041
83087,58.34870000000041
83088,52.1065000000006
83089,37.076810823514705
83090,24.3340000000001
83091,16.1345000000001
83092,13.383700000000001
83093,9.627800000000502
83094,8.1466000000005
83095,6.4538
83096,5.8719
83097,4.4436
83098,2.3805
83099,2.4334000000000002
83100,2.116
83101,1.6928
83102,1.6928
83103,1.6928
83104,1.7986
83105,3.0994915213439
83106,11.538442592804644
