grid,site,night
WMAMP_3,WMAMP_3_NW_BAT_032,2015-07-17
WMAMP_3,WMAMP_3_NW_BAT_032,2015-07-18
WMAMP_3,WMAMP_3_NW_BAT_032,2015-07-19
WMAMP_3,WMAMP_3_SE_BAT_008,2015-07-14
WMAMP_3,WMAMP_3_SE_BAT_008,2015-07-15
WMAMP_3,WMAMP_3_SE_BAT_008,2015-07-16
WMAMP_3,WMAMP_3_SE_BAT_008,2015-07-17
WMAMP_3,WMAMP_3_SE_BAT_008,2015-07-18
WMAMP_3,WMAMP_3_SE_BAT_008,2015-07-19
WMAMP_3,WMAMP_3_SW_K2,2015-07-14
WMAMP_3,WMAMP_3_SW_K2,2015-07-15
WMAMP_3,WMAMP_3_SW_K2,2015-07-16
WMAMP_3,WMAMP_3_SW_K2,2015-07-17
WMAMP_3,WMAMP_3_SW_K2,2015-07-18
WMAMP_3,WMAMP_3_SW_K2,2015-07-19
WRB_R1,WRB_R1_NE_BAT_020,2015-06-26
WRB_R1,WRB_R1_NE_BAT_020,2015-06-27
WRB_R1,WRB_R1_NE_BAT_020,2015-06-28
WRB_R1,WRB_R1_NE_BAT_020,2015-06-29
WRB_R1,WRB_R1_NE_BAT_020,2015-06-30
WRB_R1,WRB_R1_NE_BAT_020,2015-07-01
WRB_R1,WRB_R1_NW_BAT_014,2015-06-26
WRB_R1,WRB_R1_NW_BAT_014,2015-06-27
WRB_R1,WRB_R1_NW_BAT_014,2015-06-28
WRB_R1,WRB_R1_NW_BAT_014,2015-06-29
WRB_R1,WRB_R1_NW_BAT_014,2015-06-30
WRB_R1,WRB_R1_NW_BAT_014,2015-07-01
WRB_R1,WRB_R1_SE_BAT_006,2015-06-26
WRB_R1,WRB_R1_SE_BAT_006,2015-06-27
WRB_R1,WRB_R1_SE_BAT_006,2015-06-28
WRB_R1,WRB_R1_SE_BAT_006,2015-06-29
WRB_R1,WRB_R1_SE_BAT_006,2015-06-30
WRB_R1,WRB_R1_SE_BAT_006,2015-07-01
WRB_R1,WRB_R1_SW_BAT_002,2015-06-26
WRB_R1,WRB_R1_SW_BAT_002,2015-06-27
WRB_R1,WRB_R1_SW_BAT_002,2015-06-28
WRB_R1,WRB_R1_SW_BAT_002,2015-06-29
WRB_R1,WRB_R1_SW_BAT_002,2015-06-30
WRB_R1,WRB_R1_SW_BAT_002,2015-07-01
