FID_NAbat_,CONUS_10KM
33.0,74774.0
1356.0,84946.0
827.0,81255.0
1360.0,84950.0
815.0,81243.0
533.0,78942.0
36.0,74777.0
29.0,74770.0
1477.0,85861.0
1091.0,83097.0
1072.0,83078.0
662.0,80300.0
1542.0,86325.0
691.0,80329.0
1549.0,86332.0
511.0,78920.0
946.0,82163.0
806.0,81234.0
1490.0,85874.0
562.0,79381.0
231.0,76597.0
1027.0,82638.0
1209.0,84007.0
261.0,76627.0
1149.0,83551.0
207.0,76166.0
135.0,75687.0
1475.0,85859.0
1496.0,85880.0
679.0,80317.0
897.0,81719.0
642.0,79871.0
587.0,79406.0
372.0,77554.0
748.0,80782.0
873.0,81695.0
134.0,75686.0
890.0,81712.0
1305.0,84499.0
1154.0,83556.0
123.0,75675.0
1295.0,84489.0
534.0,78943.0
1495.0,85879.0
1228.0,84026.0
900.0,81722.0
612.0,79841.0
120.0,75672.0
813.0,81241.0
886.0,81708.0
149.0,75701.0
373.0,77555.0
1083.0,83089.0
565.0,79384.0
1298.0,84492.0
118.0,75670.0
22.0,74763.0
953.0,82170.0
427.0,78017.0
568.0,79387.0
585.0,79404.0
1078.0,83084.0
759.0,80793.0
423.0,78013.0
1372.0,84962.0
1544.0,86327.0
151.0,75703.0
1503.0,85887.0
1341.0,84931.0
126.0,75678.0
20.0,74761.0
1370.0,84960.0
1437.0,85423.0
1035.0,82646.0
1211.0,84009.0
742.0,80776.0
1034.0,82645.0
566.0,79385.0
124.0,75676.0
741.0,80775.0
1100.0,83106.0
1018.0,82629.0
567.0,79386.0
947.0,82164.0
694.0,80332.0
67.0,75213.0
121.0,75673.0
1539.0,86322.0
245.0,76611.0
556.0,79375.0
369.0,77551.0
1498.0,85882.0
1086.0,83092.0
71.0,75217.0
683.0,80321.0
1440.0,85426.0
1281.0,84475.0
125.0,75677.0
954.0,82171.0
64.0,75210.0
1073.0,83079.0
1557.0,86340.0
1087.0,83093.0
964.0,82181.0
1080.0,83086.0
876.0,81698.0
1493.0,85877.0
72.0,75218.0
941.0,82158.0
178.0,76137.0
426.0,78016.0
814.0,81242.0
1207.0,84005.0
201.0,76160.0
1007.0,82618.0
740.0,80774.0
884.0,81706.0
1346.0,84936.0
1479.0,85863.0
955.0,82172.0
832.0,81260.0
1556.0,86339.0
899.0,81721.0
93.0,75239.0
872.0,81694.0
1359.0,84949.0
1499.0,85883.0
206.0,76165.0
31.0,74772.0
1085.0,83091.0
1432.0,85418.0
1555.0,86338.0
1361.0,84951.0
1500.0,85884.0
1497.0,85881.0
174.0,76133.0
145.0,75697.0
1430.0,85416.0
1347.0,84937.0
1426.0,85412.0
1172.0,83574.0
1226.0,84024.0
802.0,81230.0
627.0,79856.0
745.0,80779.0
1410.0,85396.0
34.0,74775.0
92.0,75238.0
288.0,77062.0
1478.0,85862.0
1554.0,86337.0
1036.0,82647.0
1145.0,83547.0
967.0,82184.0
1441.0,85427.0
28.0,74769.0
81.0,75227.0
289.0,77063.0
260.0,76626.0
1019.0,82630.0
868.0,81690.0
883.0,81705.0
1285.0,84479.0
150.0,75702.0
737.0,80771.0
1297.0,84491.0
1020.0,82631.0
1277.0,84471.0
202.0,76161.0
1304.0,84498.0
428.0,78018.0
1219.0,84017.0
1433.0,85419.0
1005.0,82616.0
804.0,81232.0
1037.0,82648.0
90.0,75236.0
882.0,81704.0
341.0,77523.0
1168.0,83570.0
1230.0,84028.0
1218.0,84016.0
1165.0,83567.0
91.0,75237.0
1476.0,85860.0
119.0,75671.0
1424.0,85410.0
894.0,81716.0
948.0,82165.0
818.0,81246.0
829.0,81257.0
344.0,77526.0
233.0,76599.0
891.0,81713.0
78.0,75224.0
247.0,76613.0
1602.0,86784.0
62.0,75208.0
749.0,80783.0
637.0,79866.0
1106.0,83112.0
939.0,82156.0
136.0,75688.0
677.0,80315.0
951.0,82168.0
1217.0,84015.0
262.0,76628.0
609.0,79838.0
750.0,80784.0
1223.0,84021.0
25.0,74766.0
1286.0,84480.0
960.0,82177.0
611.0,79840.0
1284.0,84478.0
191.0,76150.0
681.0,80319.0
184.0,76143.0
680.0,80318.0
137.0,75689.0
1225.0,84023.0
1345.0,84935.0
632.0,79861.0
825.0,81253.0
422.0,78012.0
305.0,77079.0
528.0,78937.0
140.0,75692.0
197.0,76156.0
524.0,78933.0
416.0,78006.0
351.0,77533.0
518.0,78927.0
405.0,77995.0
258.0,76624.0
248.0,76614.0
141.0,75693.0
367.0,77549.0
515.0,78924.0
244.0,76610.0
454.0,78453.0
751.0,80785.0
581.0,79400.0
634.0,79863.0
253.0,76619.0
522.0,78931.0
142.0,75694.0
360.0,77542.0
523.0,78932.0
143.0,75695.0
398.0,77988.0
353.0,77535.0
517.0,78926.0
357.0,77539.0
455.0,78454.0
456.0,78455.0
688.0,80326.0
628.0,79857.0
574.0,79393.0
303.0,77077.0
415.0,78005.0
468.0,78467.0
578.0,79397.0
579.0,79398.0
823.0,81251.0
636.0,79865.0
417.0,78007.0
311.0,77085.0
299.0,77073.0
296.0,77070.0
400.0,77990.0
129.0,75681.0
404.0,77994.0
453.0,78452.0
631.0,79860.0
186.0,76145.0
519.0,78928.0
756.0,80790.0
128.0,75680.0
630.0,79859.0
235.0,76601.0
530.0,78939.0
477.0,78476.0
1504.0,85888.0
462.0,78461.0
411.0,78001.0
181.0,76140.0
187.0,76146.0
359.0,77541.0
572.0,79391.0
240.0,76606.0
130.0,75682.0
348.0,77530.0
345.0,77527.0
406.0,77996.0
573.0,79392.0
252.0,76618.0
82.0,75228.0
368.0,77550.0
310.0,77084.0
138.0,75690.0
251.0,76617.0
366.0,77548.0
347.0,77529.0
452.0,78451.0
343.0,77525.0
255.0,76621.0
420.0,78010.0
307.0,77081.0
301.0,77075.0
461.0,78460.0
822.0,81250.0
413.0,78003.0
127.0,75679.0
472.0,78471.0
690.0,80328.0
85.0,75231.0
249.0,76615.0
306.0,77080.0
473.0,78472.0
239.0,76605.0
243.0,76609.0
242.0,76608.0
200.0,76159.0
752.0,80786.0
626.0,79855.0
521.0,78930.0
410.0,78e3
291.0,77065.0
183.0,76142.0
199.0,76158.0
584.0,79403.0
313.0,77087.0
352.0,77534.0
236.0,76602.0
237.0,76603.0
457.0,78456.0
576.0,79395.0
629.0,79858.0
185.0,76144.0
292.0,77066.0
350.0,77532.0
575.0,79394.0
529.0,78938.0
295.0,77069.0
583.0,79402.0
686.0,80324.0
304.0,77078.0
516.0,78925.0
294.0,77068.0
570.0,79389.0
451.0,78450.0
580.0,79399.0
364.0,77546.0
687.0,80325.0
470.0,78469.0
302.0,77076.0
526.0,78935.0
182.0,76141.0
290.0,77064.0
684.0,80322.0
194.0,76153.0
198.0,76157.0
139.0,75691.0
664.0,80302.0
300.0,77074.0
1374.0,84964.0
1239.0,84037.0
1143.0,83545.0
808.0,81236.0
1151.0,83553.0
510.0,78919.0
1367.0,84957.0
1606.0,86788.0
1274.0,84468.0
1021.0,82632.0
1089.0,83095.0
1357.0,84947.0
695.0,80333.0
512.0,78921.0
1280.0,84474.0
89.0,75235.0
615.0,79844.0
1011.0,82622.0
1016.0,82627.0
613.0,79842.0
88.0,75234.0
1220.0,84018.0
1142.0,83544.0
968.0,82185.0
1101.0,83107.0
1092.0,83098.0
1076.0,83082.0
122.0,75674.0
739.0,80773.0
396.0,77986.0
1435.0,85421.0
1094.0,83100.0
449.0,78448.0
77.0,75223.0
1152.0,83554.0
1008.0,82619.0
1010.0,82621.0
667.0,80305.0
61.0,75207.0
80.0,75226.0
179.0,76138.0
1414.0,85400.0
1159.0,83561.0
956.0,82173.0
1024.0,82635.0
508.0,78917.0
1235.0,84033.0
73.0,75219.0
763.0,80797.0
370.0,77552.0
1213.0,84011.0
801.0,81229.0
1038.0,82649.0
503.0,78912.0
1028.0,82639.0
1029.0,82640.0
1164.0,83566.0
969.0,82186.0
506.0,78915.0
559.0,79378.0
1104.0,83110.0
623.0,79852.0
1287.0,84481.0
514.0,78923.0
958.0,82175.0
1221.0,84019.0
1564.0,86347.0
1231.0,84029.0
1293.0,84487.0
663.0,80301.0
1163.0,83565.0
1088.0,83094.0
32.0,74773.0
1605.0,86787.0
1153.0,83555.0
1559.0,86342.0
826.0,81254.0
1012.0,82623.0
672.0,80310.0
963.0,82180.0
828.0,81256.0
1212.0,84010.0
257.0,76623.0
1301.0,84495.0
1439.0,85425.0
1173.0,83575.0
315.0,77089.0
945.0,82162.0
509.0,78918.0
513.0,78922.0
1276.0,84470.0
399.0,77989.0
1562.0,86345.0
148.0,75700.0
1166.0,83568.0
479.0,78478.0
1096.0,83102.0
746.0,80780.0
588.0,79407.0
666.0,80304.0
962.0,82179.0
1292.0,84486.0
1282.0,84476.0
287.0,77061.0
817.0,81245.0
1161.0,83563.0
27.0,74768.0
362.0,77544.0
354.0,77536.0
569.0,79388.0
1343.0,84933.0
401.0,77991.0
241.0,76607.0
582.0,79401.0
414.0,78004.0
520.0,78929.0
419.0,78009.0
254.0,76620.0
298.0,77072.0
459.0,78458.0
755.0,80789.0
297.0,77071.0
402.0,77992.0
689.0,80327.0
458.0,78457.0
358.0,77540.0
188.0,76147.0
308.0,77082.0
363.0,77545.0
476.0,78475.0
625.0,79854.0
312.0,77086.0
195.0,76154.0
753.0,80787.0
365.0,77547.0
192.0,76151.0
309.0,77083.0
571.0,79390.0
355.0,77537.0
475.0,78474.0
418.0,78008.0
463.0,78462.0
525.0,78934.0
193.0,76152.0
196.0,76155.0
1102.0,83108.0
147.0,75699.0
1232.0,84030.0
869.0,81691.0
1502.0,85886.0
896.0,81718.0
1294.0,84488.0
563.0,79382.0
177.0,76136.0
478.0,78477.0
1097.0,83103.0
1170.0,83572.0
190.0,76149.0
558.0,79377.0
1561.0,86344.0
1227.0,84025.0
1210.0,84008.0
1026.0,82637.0
608.0,79837.0
342.0,77524.0
1105.0,83111.0
1222.0,84020.0
1234.0,84032.0
535.0,78944.0
622.0,79851.0
1492.0,85876.0
1095.0,83101.0
798.0,81226.0
1366.0,84956.0
1167.0,83569.0
610.0,79839.0
1015.0,82626.0
234.0,76600.0
942.0,82159.0
729.0,80763.0
531.0,78940.0
1160.0,83562.0
1415.0,85401.0
1431.0,85417.0
1233.0,84031.0
1032.0,82643.0
466.0,78465.0
465.0,78464.0
469.0,78468.0
474.0,78473.0
421.0,78011.0
754.0,80788.0
635.0,79864.0
464.0,78463.0
1030.0,82641.0
633.0,79862.0
824.0,81252.0
250.0,76616.0
412.0,78002.0
467.0,78466.0
527.0,78936.0
346.0,77528.0
757.0,80791.0
238.0,76604.0
356.0,77538.0
460.0,78459.0
450.0,78449.0
1434.0,85420.0
1238.0,84036.0
1303.0,84497.0
1099.0,83105.0
760.0,80794.0
678.0,80316.0
1014.0,82625.0
1480.0,85864.0
1413.0,85399.0
1369.0,84959.0
961.0,82178.0
1371.0,84961.0
1565.0,86348.0
1031.0,82642.0
1560.0,86343.0
1541.0,86324.0
256.0,76622.0
761.0,80795.0
407.0,77997.0
624.0,79853.0
409.0,77999.0
408.0,77998.0
577.0,79396.0
349.0,77531.0
403.0,77993.0
471.0,78470.0
685.0,80323.0
293.0,77067.0
1077.0,83083.0
1033.0,82644.0
696.0,80334.0
1171.0,83573.0
1162.0,83564.0
1300.0,84494.0
901.0,81723.0
1306.0,84500.0
1240.0,84038.0
1563.0,86346.0
1229.0,84027.0
1342.0,84932.0
361.0,77543.0
1140.0,83542.0
1307.0,84501.0
693.0,80331.0
1093.0,83099.0
1412.0,85398.0
1501.0,85885.0
692.0,80330.0
1296.0,84490.0
2060.0,90473.0
1850.0,88632.0
1727.0,87707.0
1911.0,89096.0
1768.0,88148.0
