file,ZCA,thisDate,start_Time,end_Time,errors,btryDead,warnings,buffer,first_btry,last_btry,mean_temp,min_temp,mid_n_temp
F:/2015 ZCA Files/PBaH_1/PBaH_1_NW_BAT_043/SN314172 2015-06-18 log.csv,a:/SN314172 2015-06-18.zca,2015-06-18,20:58:34,06:47:02,0,NA,0,0,12:00:00,06:45:29,1642.0,1500.0,1588.0
F:/2015 ZCA Files/PBaH_1/PBaH_1_NW_BAT_043/SN314172 2015-06-19 log.csv,a:/SN314172 2015-06-19.zca,2015-06-19,20:58:51,06:47:12,0,NA,0,0,12:00:00,06:45:47,1966.0,1475.0,2050.0
F:/2015 ZCA Files/PBaH_1/PBaH_1_NW_BAT_043/SN314172 2015-06-20 log.csv,a:/SN314172 2015-06-20.zca,2015-06-20,20:59:07,06:47:23,0,NA,0,0,12:00:00,06:46:03,1834.0,1625.0,1881.0
F:/2015 ZCA Files/PBaH_1/PBaH_1_NW_BAT_043/SN314172 2015-06-21 log.csv,a:/SN314172 2015-06-21.zca,2015-06-21,20:59:20,06:47:37,0,NA,2,2,12:00:00,06:46:15,2027.0,1475.0,2225.0
F:/2015 ZCA Files/PBaH_1/PBaH_1_SE_BAT_201/SN314196 2015-06-17 log.csv,a:/SN314196 2015-06-17.zca,2015-06-17,20:57:56,06:46:46,0,NA,0,0,14:29:48,06:44:53,1962.0,1575.0,2075.0
F:/2015 ZCA Files/PBaH_1/PBaH_1_SE_BAT_201/SN314196 2015-06-18 log.csv,a:/SN314196 2015-06-18.zca,2015-06-18,20:58:15,06:46:53,0,NA,0,0,12:00:00,06:45:10,1846.0,1700.0,1819.0
F:/2015 ZCA Files/PBaH_1/PBaH_1_SE_BAT_201/SN314196 2015-06-19 log.csv,a:/SN314196 2015-06-19.zca,2015-06-19,20:58:32,06:47:03,0,NA,0,0,12:00:00,06:45:26,2304.0,1750.0,2406.0
F:/2015 ZCA Files/PBaH_1/PBaH_1_SE_BAT_201/SN314196 2015-06-20 log.csv,a:/SN314196 2015-06-20.zca,2015-06-20,20:58:47,06:47:15,0,NA,0,0,12:00:00,06:45:41,2087.0,1850.0,2225.0
F:/2015 ZCA Files/PBaH_1/PBaH_1_SE_BAT_201/SN314196 2015-06-21 log.csv,a:/SN314196 2015-06-21.zca,2015-06-21,20:59:01,06:47:28,0,NA,0,0,12:00:00,06:45:56,2305.0,1725.0,2488.0
F:/2015 ZCA Files/PBaH_1/PBaH_1_sw_E1/SN314265 2015-06-16 log.csv,a:/SN314265 2015-06-16.zca,2015-06-16,20:57:46,06:46:51,0,NA,0,0,18:39:39,06:44:42,1419.0,1225.0,1525.0
F:/2015 ZCA Files/PBaH_1/PBaH_1_sw_E1/SN314265 2015-06-17 log.csv,a:/SN314265 2015-06-17.zca,2015-06-17,20:58:07,06:46:57,0,NA,0,0,12:00:00,06:45:00,1894.0,1500.0,2019.0
F:/2015 ZCA Files/PBaH_1/PBaH_1_sw_E1/SN314265 2015-06-18 log.csv,a:/SN314265 2015-06-18.zca,2015-06-18,20:58:26,06:47:05,0,NA,0,0,12:00:00,06:45:22,1831.0,1700.0,1781.0
F:/2015 ZCA Files/PBaH_1/PBaH_1_sw_E1/SN314265 2015-06-19 log.csv,a:/SN314265 2015-06-19.zca,2015-06-19,20:58:43,06:47:15,0,NA,0,0,12:00:00,06:45:39,2168.0,1650.0,2469.0
F:/2015 ZCA Files/PBaH_1/PBaH_1_sw_E1/SN314265 2015-06-20 log.csv,a:/SN314265 2015-06-20.zca,2015-06-20,20:58:58,06:47:26,0,NA,0,0,12:00:00,06:45:53,2e3,1800.0,2050.0
F:/2015 ZCA Files/PBaH_1/PBaH_1_sw_E1/SN314265 2015-06-21 log.csv,a:/SN314265 2015-06-21.zca,2015-06-21,20:59:11,06:47:40,0,NA,0,0,12:00:00,06:46:05,2166.0,1650.0,2369.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_NE_BAT_036/SN314078 2015-06-08 log.csv,a:/SN314078 2015-06-08.zca,2015-06-08,20:56:40,06:49:23,0,NA,0,0,13:40:21,06:48:37,1856.0,1500.0,1956.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_NE_BAT_036/SN314078 2015-06-09 log.csv,a:/SN314078 2015-06-09.zca,2015-06-09,20:57:15,06:49:13,0,NA,0,0,12:00:00,06:49:11,1988.0,1650.0,2106.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_NE_BAT_036/SN314078 2015-06-10 log.csv,a:/SN314078 2015-06-10.zca,2015-06-10,20:57:48,06:49:05,0,NA,0,0,12:00:00,06:44:44,1428.0,1200.0,1519.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_NE_BAT_036/SN314078 2015-06-11 log.csv,a:/SN314078 2015-06-11.zca,2015-06-11,20:58:19,06:48:58,0,NA,0,0,12:00:00,06:45:15,1203.0,1150.0,1206.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_NE_BAT_036/SN314078 2015-06-12 log.csv,a:/SN314078 2015-06-12.zca,2015-06-12,20:58:49,06:48:54,0,NA,0,0,12:00:00,06:45:44,1298.0,1100.0,1344.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_NE_BAT_036/SN314078 2015-06-13 log.csv,a:/SN314078 2015-06-13.zca,2015-06-13,20:59:17,06:48:52,0,NA,0,0,12:00:00,06:46:13,1876.0,1575.0,1931.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_NE_BAT_036/SN314078 2015-06-14 log.csv,a:/SN314078 2015-06-14.zca,2015-06-14,20:59:43,06:48:52,0,NA,2,2,12:00:00,06:46:39,1425.0,1200.0,1288.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_NW_BAT_024/SN314109 2015-06-07 log.csv,a:/SN314109 2015-06-07.zca,2015-06-07,20:56:20,06:49:47,0,NA,0,0,16:12:10,06:48:16,1663.0,1425.0,1712.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_NW_BAT_024/SN314109 2015-06-08 log.csv,a:/SN314109 2015-06-08.zca,2015-06-08,20:56:57,06:49:35,0,NA,0,0,12:00:00,06:48:54,1970.0,1775.0,2019.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_NW_BAT_024/SN314109 2015-06-09 log.csv,a:/SN314109 2015-06-09.zca,2015-06-09,20:57:31,06:49:25,0,NA,0,0,12:00:00,06:44:27,2156.0,1850.0,2131.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_NW_BAT_024/SN314109 2015-06-10 log.csv,a:/SN314109 2015-06-10.zca,2015-06-10,20:58:05,06:49:16,0,NA,0,0,12:00:00,06:45:01,1633.0,1375.0,1788.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_NW_BAT_024/SN314109 2015-06-11 log.csv,a:/SN314109 2015-06-11.zca,2015-06-11,20:58:36,06:49:10,0,NA,0,0,12:00:00,06:45:31,1393.0,1325.0,1400.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_NW_BAT_024/SN314109 2015-06-12 log.csv,a:/SN314109 2015-06-12.zca,2015-06-12,20:59:05,06:49:06,0,NA,0,0,12:00:00,06:46:00,1489.0,1275.0,1481.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_NW_BAT_024/SN314109 2015-06-13 log.csv,a:/SN314109 2015-06-13.zca,2015-06-13,20:59:33,06:49:03,0,NA,0,0,12:00:00,06:46:29,2057.0,1700.0,2100.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_NW_BAT_024/SN314109 2015-06-14 log.csv,a:/SN314109 2015-06-14.zca,2015-06-14,21:00:00,06:49:03,0,NA,0,0,12:00:00,06:46:56,1572.0,1375.0,1662.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_SE_D2/SN314193 2015-05-30 log.csv,a:/SN314193 2015-05-30.zca,2015-05-30,12:51:04,12:51:17,1,NA,0,0,12:59:16,12:51:04,2017.0,2e3,NaN
F:/2015 ZCA Files/PBaH_2/PBaH_2_SE_D2/SN314193 2015-06-08 log.csv,a:/SN314193 2015-06-08.zca,2015-06-08,20:56:26,06:49:20,0,NA,0,0,12:20:22,06:48:24,1999.0,1725.0,2119.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_SE_D2/SN314193 2015-06-09 log.csv,a:/SN314193 2015-06-09.zca,2015-06-09,20:57:00,06:49:09,0,NA,0,0,12:00:00,06:48:57,2267.0,1925.0,2412.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_SE_D2/SN314193 2015-06-10 log.csv,a:/SN314193 2015-06-10.zca,2015-06-10,20:57:33,06:49:01,0,NA,0,0,12:00:00,06:44:27,1628.0,1475.0,1675.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_SE_D2/SN314193 2015-06-11 log.csv,a:/SN314193 2015-06-11.zca,2015-06-11,20:58:05,06:48:55,0,NA,0,0,12:00:00,06:45:01,1395.0,1325.0,1406.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_SE_D2/SN314193 2015-06-12 log.csv,a:/SN314193 2015-06-12.zca,2015-06-12,20:58:34,06:48:51,0,NA,0,0,12:00:00,06:45:29,1509.0,1350.0,1538.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_SE_D2/SN314193 2015-06-13 log.csv,a:/SN314193 2015-06-13.zca,2015-06-13,20:59:02,06:48:48,0,NA,0,0,12:00:00,06:45:56,2045.0,1800.0,2112.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_SE_D2/SN314193 2015-06-14 log.csv,a:/SN314193 2015-06-14.zca,2015-06-14,20:59:29,06:48:48,0,NA,0,0,12:00:00,06:46:25,1639.0,1400.0,1562.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_SE_D2/SN314193 2015-06-15 log.csv,a:/SN314193 2015-06-15.zca,2015-06-15,20:59:53,21:01:50,0,NA,0,0,12:00:00,12:00:00,2050.0,2050.0,NaN
F:/2015 ZCA Files/PBaH_2/PBaH_2_SW_N3/SN314172 2015-05-30 log.csv,a:/SN314172 2015-05-30.zca,2015-05-30,12:39:28,12:39:45,1,NA,0,0,12:45:18,12:39:28,1908.0,1875.0,NaN
F:/2015 ZCA Files/PBaH_2/PBaH_2_SW_N3/SN314172 2015-06-08 log.csv,a:/SN314172 2015-06-08.zca,2015-06-08,20:56:43,06:49:38,0,NA,0,0,15:56:43,06:48:40,1555.0,1375.0,1650.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_SW_N3/SN314172 2015-06-09 log.csv,a:/SN314172 2015-06-09.zca,2015-06-09,20:57:18,06:49:28,0,NA,0,0,12:00:00,06:49:15,1739.0,1400.0,1825.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_SW_N3/SN314172 2015-06-10 log.csv,a:/SN314172 2015-06-10.zca,2015-06-10,20:57:51,06:49:20,0,NA,0,0,12:00:00,06:44:46,1400.0,1175.0,1481.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_SW_N3/SN314172 2015-06-11 log.csv,a:/SN314172 2015-06-11.zca,2015-06-11,20:58:22,06:49:13,0,NA,0,0,12:00:00,06:45:15,1145.0,1075.0,1150.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_SW_N3/SN314172 2015-06-12 log.csv,a:/SN314172 2015-06-12.zca,2015-06-12,20:58:52,06:49:09,0,NA,0,0,12:00:00,06:45:48,1173.0,1025.0,1181.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_SW_N3/SN314172 2015-06-13 log.csv,a:/SN314172 2015-06-13.zca,2015-06-13,20:59:20,06:49:07,0,NA,0,0,12:00:00,06:46:15,1690.0,1350.0,1800.0
F:/2015 ZCA Files/PBaH_2/PBaH_2_SW_N3/SN314172 2015-06-14 log.csv,a:/SN314172 2015-06-14.zca,2015-06-14,20:59:46,06:49:07,0,NA,4,4,12:00:00,06:46:42,1350.0,1150.0,1362.0
F:/2015 ZCA Files/PP_1/PP1_NE_R2C/SN314251 2015-07-17 log.csv,a:/SN314251 2015-07-17.zca,2015-07-17,20:40:17,06:41:31,0,NA,0,0,12:37:44,06:37:15,2080.0,1725.0,1969.0
F:/2015 ZCA Files/PP_1/PP1_NE_R2C/SN314251 2015-07-18 log.csv,a:/SN314251 2015-07-18.zca,2015-07-18,20:39:33,06:42:25,0,NA,0,0,12:00:00,06:41:32,1727.0,1425.0,1700.0
F:/2015 ZCA Files/PP_1/PP1_NE_R2C/SN314251 2015-07-19 log.csv,a:/SN314251 2015-07-19.zca,2015-07-19,20:38:46,06:43:20,0,NA,0,0,12:00:00,06:40:45,2057.0,1725.0,1938.0
F:/2015 ZCA Files/PP_1/PP1_NE_R2C/SN314251 2015-07-20 log.csv,a:/SN314251 2015-07-20.zca,2015-07-20,20:37:58,06:44:16,0,NA,0,0,12:00:00,06:39:57,1478.0,1175.0,1481.0
F:/2015 ZCA Files/PP_1/PP1_NE_R2C/SN314251 2015-07-21 log.csv,a:/SN314251 2015-07-21.zca,2015-07-21,20:37:07,06:45:13,0,NA,0,0,12:00:00,06:44:07,2147.0,2e3,2150.0
F:/2015 ZCA Files/PP_1/PP1_NE_R2C/SN314251 2015-07-22 log.csv,a:/SN314251 2015-07-22.zca,2015-07-22,20:36:15,02:18:18,1,02:18:18,1,0,12:00:00,02:18:18,2125.0,1975.0,2056.0
F:/2015 ZCA Files/PP_1/PP1_NW_B2/SN314228 2015-07-17 log.csv,a:/SN314228 2015-07-17.zca,2015-07-17,20:40:32,06:41:50,0,NA,0,0,16:17:57,06:37:29,2117.0,1850.0,2012.0
F:/2015 ZCA Files/PP_1/PP1_NW_B2/SN314228 2015-07-18 log.csv,a:/SN314228 2015-07-18.zca,2015-07-18,20:39:48,06:42:44,0,NA,0,0,12:00:00,06:41:46,2050.0,1750.0,2169.0
F:/2015 ZCA Files/PP_1/PP1_NW_B2/SN314228 2015-07-19 log.csv,a:/SN314228 2015-07-19.zca,2015-07-19,20:39:01,06:43:39,0,NA,0,0,12:00:00,06:40:58,2077.0,1750.0,2025.0
F:/2015 ZCA Files/PP_1/PP1_NW_B2/SN314228 2015-07-20 log.csv,a:/SN314228 2015-07-20.zca,2015-07-20,20:38:12,06:44:35,0,NA,0,0,12:00:00,06:40:11,1813.0,1525.0,1888.0
F:/2015 ZCA Files/PP_1/PP1_NW_B2/SN314228 2015-07-21 log.csv,a:/SN314228 2015-07-21.zca,2015-07-21,20:37:22,06:45:31,0,NA,0,0,12:00:00,06:44:22,2123.0,1975.0,2150.0
F:/2015 ZCA Files/PP_1/PP1_NW_B2/SN314228 2015-07-22 log.csv,a:/SN314228 2015-07-22.zca,2015-07-22,20:36:29,06:46:29,0,NA,0,0,12:00:00,06:43:28,2063.0,1950.0,2050.0
F:/2015 ZCA Files/PP_1/PP1_SE_C4/SN314193 2015-07-17 log.csv,a:/SN314193 2015-07-17.zca,2015-07-17,20:40:17,06:41:39,0,NA,0,0,17:48:57,06:37:13,2104.0,1775.0,2012.0
F:/2015 ZCA Files/PP_1/PP1_SE_C4/SN314193 2015-07-18 log.csv,a:/SN314193 2015-07-18.zca,2015-07-18,20:39:32,06:42:33,0,NA,0,0,12:00:00,06:41:31,1939.0,1625.0,2012.0
F:/2015 ZCA Files/PP_1/PP1_SE_C4/SN314193 2015-07-19 log.csv,a:/SN314193 2015-07-19.zca,2015-07-19,20:38:45,06:43:28,0,NA,0,0,12:00:00,06:40:41,2060.0,1725.0,1950.0
F:/2015 ZCA Files/PP_1/PP1_SE_C4/SN314193 2015-07-20 log.csv,a:/SN314193 2015-07-20.zca,2015-07-20,20:37:57,06:44:24,0,NA,0,0,12:00:00,06:39:55,1720.0,1450.0,1750.0
F:/2015 ZCA Files/PP_1/PP1_SE_C4/SN314193 2015-07-21 log.csv,a:/SN314193 2015-07-21.zca,2015-07-21,20:37:07,06:45:21,0,NA,0,0,12:00:00,06:44:07,2111.0,1950.0,2131.0
F:/2015 ZCA Files/PP_1/PP1_SE_C4/SN314193 2015-07-22 log.csv,a:/SN314193 2015-07-22.zca,2015-07-22,20:36:14,06:46:18,0,NA,0,0,12:00:00,06:43:12,2025.0,1900.0,2019.0
F:/2015 ZCA Files/PP_1/PP1_SW_988D/SN314282 2015-07-17 log.csv,a:/SN314282 2015-07-17.zca,2015-07-17,20:40:23,06:41:53,0,NA,0,0,14:56:04,06:37:22,2025.0,1700.0,1950.0
F:/2015 ZCA Files/PP_1/PP1_SW_988D/SN314282 2015-07-18 log.csv,a:/SN314282 2015-07-18.zca,2015-07-18,20:39:38,06:42:47,0,NA,0,0,12:00:00,06:41:37,1814.0,1475.0,1931.0
F:/2015 ZCA Files/PP_1/PP1_SW_988D/SN314282 2015-07-19 log.csv,a:/SN314282 2015-07-19.zca,2015-07-19,20:38:52,06:43:42,0,NA,1,1,12:00:00,06:40:50,2032.0,1675.0,1956.0
F:/2015 ZCA Files/PP_1/PP1_SW_988D/SN314282 2015-07-20 log.csv,a:/SN314282 2015-07-20.zca,2015-07-20,20:38:03,06:44:38,0,NA,0,0,12:00:00,06:40:01,1609.0,1400.0,1650.0
F:/2015 ZCA Files/PP_1/PP1_SW_988D/SN314282 2015-07-21 log.csv,a:/SN314282 2015-07-21.zca,2015-07-21,20:37:13,06:45:34,0,NA,0,0,12:00:00,06:44:12,2080.0,1950.0,2050.0
F:/2015 ZCA Files/PP_1/PP1_SW_988D/SN314282 2015-07-22 log.csv,a:/SN314282 2015-07-22.zca,2015-07-22,20:36:20,06:46:32,0,NA,0,0,12:00:00,06:43:18,2033.0,1925.0,2e3
F:/2015 ZCA Files/PRE_1/PRE_1_NE_E3/SN314258 2015-07-06 log.csv,a:/SN314258 2015-07-06.zca,2015-07-06,21:02:37,06:50:53,0,NA,0,0,17:56:56,06:49:33,1392.0,1175.0,1412.0
F:/2015 ZCA Files/PRE_1/PRE_1_NE_E3/SN314258 2015-07-07 log.csv,a:/SN314258 2015-07-07.zca,2015-07-07,21:02:16,06:51:34,0,NA,0,0,12:00:00,06:49:11,1679.0,1575.0,1675.0
F:/2015 ZCA Files/PRE_1/PRE_1_NE_E3/SN314258 2015-07-08 log.csv,a:/SN314258 2015-07-08.zca,2015-07-08,21:01:53,06:52:16,0,NA,0,0,12:00:00,06:48:49,1212.0,1025.0,1319.0
F:/2015 ZCA Files/PRE_1/PRE_1_NE_E3/SN314258 2015-07-09 log.csv,a:/SN314258 2015-07-09.zca,2015-07-09,21:01:27,06:53:00,0,NA,0,0,12:00:00,06:48:21,1765.0,1625.0,1800.0
F:/2015 ZCA Files/PRE_1/PRE_1_NE_E3/SN314258 2015-07-10 log.csv,a:/SN314258 2015-07-10.zca,2015-07-10,21:01:00,06:53:45,0,NA,0,0,12:00:00,06:52:56,2017.0,1825.0,1994.0
F:/2015 ZCA Files/PRE_1/PRE_1_NE_E3/SN314258 2015-07-11 log.csv,a:/SN314258 2015-07-11.zca,2015-07-11,21:00:30,06:54:31,0,NA,0,0,12:00:00,06:52:27,2124.0,1725.0,2256.0
F:/2015 ZCA Files/PRE_1/PRE_1_NW_BAT_204/SN314305 2015-07-06 log.csv,a:/SN314305 2015-07-06.zca,2015-07-06,21:02:49,06:51:10,0,NA,0,0,15:10:07,06:49:45,1430.0,1325.0,1438.0
F:/2015 ZCA Files/PRE_1/PRE_1_NW_BAT_204/SN314305 2015-07-07 log.csv,a:/SN314305 2015-07-07.zca,2015-07-07,21:02:28,06:51:51,0,NA,0,0,12:00:00,06:49:24,1651.0,1550.0,1669.0
F:/2015 ZCA Files/PRE_1/PRE_1_NW_BAT_204/SN314305 2015-07-08 log.csv,a:/SN314305 2015-07-08.zca,2015-07-08,21:02:04,06:52:34,0,NA,0,0,12:00:00,06:48:59,1276.0,1150.0,1250.0
F:/2015 ZCA Files/PRE_1/PRE_1_NW_BAT_204/SN314305 2015-07-09 log.csv,a:/SN314305 2015-07-09.zca,2015-07-09,21:01:39,06:53:18,0,NA,0,0,12:00:00,06:48:36,1746.0,1600.0,1788.0
F:/2015 ZCA Files/PRE_1/PRE_1_NW_BAT_204/SN314305 2015-07-10 log.csv,a:/SN314305 2015-07-10.zca,2015-07-10,21:01:11,06:54:03,0,NA,0,0,12:00:00,06:53:07,2091.0,1850.0,1919.0
F:/2015 ZCA Files/PRE_1/PRE_1_NW_BAT_204/SN314305 2015-07-11 log.csv,a:/SN314305 2015-07-11.zca,2015-07-11,21:00:41,06:54:49,0,NA,0,0,12:00:00,06:52:38,2429.0,2075.0,2512.0
F:/2015 ZCA Files/PRE_1/PRE_1_SW_BAT_039/SN314300 2015-07-06 log.csv,a:/SN314300 2015-07-06.zca,2015-07-06,21:02:49,06:51:20,0,NA,0,0,16:50:03,06:49:47,1417.0,1325.0,1494.0
F:/2015 ZCA Files/PRE_1/PRE_1_SW_BAT_039/SN314300 2015-07-07 log.csv,a:/SN314300 2015-07-07.zca,2015-07-07,21:02:28,06:52:01,0,NA,0,0,12:00:00,06:49:24,1560.0,1450.0,1588.0
F:/2015 ZCA Files/PRE_1/PRE_1_SW_BAT_039/SN314300 2015-07-08 log.csv,a:/SN314300 2015-07-08.zca,2015-07-08,21:02:05,06:52:43,0,NA,0,0,12:00:00,06:49:02,1155.0,1050.0,1200.0
F:/2015 ZCA Files/PRE_1/PRE_1_SW_BAT_039/SN314300 2015-07-09 log.csv,a:/SN314300 2015-07-09.zca,2015-07-09,21:01:39,06:53:27,0,NA,0,0,12:00:00,06:48:34,1661.0,1550.0,1706.0
F:/2015 ZCA Files/PRE_1/PRE_1_SW_BAT_039/SN314300 2015-07-10 log.csv,a:/SN314300 2015-07-10.zca,2015-07-10,21:01:12,06:54:12,0,NA,0,0,12:00:00,06:53:08,1858.0,1675.0,1838.0
F:/2015 ZCA Files/PRE_1/PRE_1_SW_BAT_039/SN314300 2015-07-11 log.csv,a:/SN314300 2015-07-11.zca,2015-07-11,21:00:43,06:54:58,0,NA,0,0,12:00:00,06:52:40,1975.0,1725.0,2156.0
F:/2015 ZCA Files/PRE_1/PRE_SE_F4/SN314268 2015-07-06 log.csv,a:/SN314268 2015-07-06.zca,2015-07-06,21:02:31,06:50:55,0,NA,0,0,19:11:08,06:49:25,1431.0,1275.0,1450.0
F:/2015 ZCA Files/PRE_1/PRE_SE_F4/SN314268 2015-07-07 log.csv,a:/SN314268 2015-07-07.zca,2015-07-07,21:02:10,06:51:36,0,NA,0,0,12:00:00,06:49:06,1649.0,1525.0,1662.0
F:/2015 ZCA Files/PRE_1/PRE_SE_F4/SN314268 2015-07-08 log.csv,a:/SN314268 2015-07-08.zca,2015-07-08,21:01:47,06:52:19,0,NA,0,0,12:00:00,06:48:43,1206.0,1075.0,1225.0
F:/2015 ZCA Files/PRE_1/PRE_SE_F4/SN314268 2015-07-09 log.csv,a:/SN314268 2015-07-09.zca,2015-07-09,21:01:21,06:53:02,0,NA,0,0,12:00:00,06:48:17,1734.0,1600.0,1800.0
F:/2015 ZCA Files/PRE_1/PRE_SE_F4/SN314268 2015-07-10 log.csv,a:/SN314268 2015-07-10.zca,2015-07-10,21:00:54,06:53:47,0,NA,0,0,12:00:00,06:52:51,1972.0,1825.0,1975.0
F:/2015 ZCA Files/PRE_1/PRE_SE_F4/SN314268 2015-07-11 log.csv,a:/SN314268 2015-07-11.zca,2015-07-11,21:00:24,06:54:34,0,NA,0,0,12:00:00,06:52:20,1964.0,1650.0,2175.0
F:/2015 ZCA Files/PRE_2/PRE_2_NE_BAT_024/SN314172 2015-06-30 log.csv,a:/SN314172 2015-06-30.zca,2015-06-30,21:02:36,06:45:14,0,NA,0,0,15:01:43,06:44:31,1762.0,1375.0,1994.0
F:/2015 ZCA Files/PRE_2/PRE_2_NE_BAT_024/SN314172 2015-07-01 log.csv,a:/SN314172 2015-07-01.zca,2015-07-01,21:02:28,06:45:46,0,NA,0,0,12:00:00,06:44:23,1629.0,1225.0,1881.0
F:/2015 ZCA Files/PRE_2/PRE_2_NE_BAT_024/SN314172 2015-07-02 log.csv,a:/SN314172 2015-07-02.zca,2015-07-02,21:02:17,06:46:19,0,NA,0,0,12:00:00,06:44:11,1288.0,1e3,1338.0
F:/2015 ZCA Files/PRE_2/PRE_2_NE_BAT_024/SN314172 2015-07-03 log.csv,a:/SN314172 2015-07-03.zca,2015-07-03,21:02:05,06:46:54,0,NA,0,0,12:00:00,06:43:58,1674.0,1425.0,1719.0
F:/2015 ZCA Files/PRE_2/PRE_2_NE_BAT_024/SN314172 2015-07-04 log.csv,a:/SN314172 2015-07-04.zca,2015-07-04,21:01:50,06:47:31,0,NA,0,0,12:00:00,06:43:44,1905.0,1525.0,1944.0
F:/2015 ZCA Files/PRE_2/PRE_2_NE_BAT_024/SN314172 2015-07-05 log.csv,a:/SN314172 2015-07-05.zca,2015-07-05,21:01:33,06:48:09,0,NA,1,1,12:00:00,06:43:28,1403.0,1275.0,1450.0
F:/2015 ZCA Files/PRE_2/PRE_2_NE_BAT_024/SN314172 2015-07-06 log.csv,a:/SN314172 2015-07-06.zca,2015-07-06,21:01:14,06:48:49,0,NA,0,0,12:00:00,06:48:08,1222.0,975.0,1150.0
F:/2015 ZCA Files/PRE_2/PRE_2_NW_BAT_035/SN314105 2015-06-30 log.csv,a:/SN314105 2015-06-30.zca,2015-06-30,21:02:43,06:45:09,0,NA,0,0,12:00:00,06:44:37,2012.0,1625.0,2081.0
F:/2015 ZCA Files/PRE_2/PRE_2_NW_BAT_035/SN314105 2015-07-01 log.csv,a:/SN314105 2015-07-01.zca,2015-07-01,21:02:35,06:45:41,1,11:59:32,0,0,12:00:00,11:59:32,1794.0,1425.0,2050.0
F:/2015 ZCA Files/PRE_2/PRE_2_SE_BAT_036/SN324717 2015-06-30 log.csv,a:/SN324717 2015-06-30.zca,2015-06-30,21:02:29,06:45:14,0,NA,0,0,14:38:16,06:44:21,1847.0,1550.0,1925.0
F:/2015 ZCA Files/PRE_2/PRE_2_SE_BAT_036/SN324717 2015-07-01 log.csv,a:/SN324717 2015-07-01.zca,2015-07-01,21:02:21,06:45:46,0,NA,0,0,12:00:00,06:44:16,1755.0,1400.0,2e3
F:/2015 ZCA Files/PRE_2/PRE_2_SE_BAT_036/SN324717 2015-07-02 log.csv,a:/SN324717 2015-07-02.zca,2015-07-02,21:02:11,06:46:20,0,NA,0,0,12:00:00,06:44:06,1425.0,1150.0,1494.0
F:/2015 ZCA Files/PRE_2/PRE_2_SE_BAT_036/SN324717 2015-07-03 log.csv,a:/SN324717 2015-07-03.zca,2015-07-03,21:01:58,06:46:55,0,NA,0,0,12:00:00,06:43:52,1683.0,1525.0,1600.0
F:/2015 ZCA Files/PRE_2/PRE_2_SE_BAT_036/SN324717 2015-07-04 log.csv,a:/SN324717 2015-07-04.zca,2015-07-04,21:01:43,06:47:32,0,NA,0,0,12:00:00,06:43:37,1967.0,1625.0,2050.0
F:/2015 ZCA Files/PRE_2/PRE_2_SE_BAT_036/SN324717 2015-07-05 log.csv,a:/SN324717 2015-07-05.zca,2015-07-05,21:01:26,06:48:10,0,NA,0,0,12:00:00,06:43:19,1547.0,1425.0,1581.0
F:/2015 ZCA Files/PRE_2/PRE_2_SE_BAT_036/SN324717 2015-07-06 log.csv,a:/SN324717 2015-07-06.zca,2015-07-06,21:01:07,06:48:50,0,NA,0,0,12:00:00,06:48:03,1363.0,1100.0,1300.0
F:/2015 ZCA Files/PRE_2/PRE_2_SW_988D/SN314239 2015-06-30 log.csv,a:/SN314239 2015-06-30.zca,2015-06-30,21:02:31,06:45:26,0,NA,1,1,12:59:52,06:44:25,1824.0,1525.0,1938.0
F:/2015 ZCA Files/PRE_2/PRE_2_SW_988D/SN314239 2015-07-01 log.csv,a:/SN314239 2015-07-01.zca,2015-07-01,21:02:23,06:45:58,0,NA,3,3,12:00:00,06:44:18,1725.0,1325.0,1950.0
