file,ZCA,thisDate,start_Time,end_Time,errors,btryDead,warnings,buffer,first_btry,last_btry,mean_temp,min_temp,mid_n_temp
F:/2015 ZCA Files/ALA_2/ALA_2_NE_1004C/SN314240 2015-06-24 log.csv,a:/SN314240 2015-06-24.zca,2015-06-24,20:59:18,06:43:01,0,NA,0,0,14:43:06,06:41:13,1687.0,1375.0,1806.0
F:/2015 ZCA Files/ALA_2/ALA_2_NE_1004C/SN314240 2015-06-25 log.csv,a:/SN314240 2015-06-25.zca,2015-06-25,20:59:24,06:43:22,0,NA,0,0,12:00:00,06:41:18,1430.0,1300.0,1400.0
F:/2015 ZCA Files/ALA_2/ALA_2_NE_1004C/SN314240 2015-06-26 log.csv,a:/SN314240 2015-06-26.zca,2015-06-26,20:59:26,06:43:45,0,NA,0,0,12:00:00,06:41:18,1403.0,1200.0,1417.0
F:/2015 ZCA Files/ALA_2/ALA_2_NE_1004C/SN314240 2015-06-27 log.csv,a:/SN314240 2015-06-27.zca,2015-06-27,20:59:27,06:44:10,0,NA,0,0,12:00:00,06:41:21,1597.0,1225.0,1606.0
F:/2015 ZCA Files/ALA_2/ALA_2_NE_1004C/SN314240 2015-06-28 log.csv,a:/SN314240 2015-06-28.zca,2015-06-28,20:59:25,06:44:36,0,NA,0,0,12:00:00,06:41:20,1537.0,1300.0,1542.0
F:/2015 ZCA Files/ALA_2/ALA_2_NE_1004C/SN314240 2015-06-29 log.csv,a:/SN314240 2015-06-29.zca,2015-06-29,20:59:23,06:45:04,0,NA,0,0,12:00:00,06:41:17,1589.0,1350.0,1525.0
F:/2015 ZCA Files/ALA_2/ALA_2_NW_BAT_207/SN314278 2015-06-24 log.csv,a:/SN314278 2015-06-24.zca,2015-06-24,20:59:36,06:43:18,0,NA,0,0,17:20:20,06:41:31,1866.0,1625.0,1969.0
F:/2015 ZCA Files/ALA_2/ALA_2_NW_BAT_207/SN314278 2015-06-25 log.csv,a:/SN314278 2015-06-25.zca,2015-06-25,20:59:41,06:43:40,0,NA,0,0,12:00:00,06:41:35,1614.0,1525.0,1550.0
F:/2015 ZCA Files/ALA_2/ALA_2_NW_BAT_207/SN314278 2015-06-26 log.csv,a:/SN314278 2015-06-26.zca,2015-06-26,20:59:44,06:44:03,0,NA,0,0,12:00:00,06:41:39,1633.0,1475.0,1594.0
F:/2015 ZCA Files/ALA_2/ALA_2_NW_BAT_207/SN314278 2015-06-27 log.csv,a:/SN314278 2015-06-27.zca,2015-06-27,20:59:45,06:44:27,0,NA,0,0,12:00:00,06:41:40,1633.0,1225.0,1656.0
F:/2015 ZCA Files/ALA_2/ALA_2_NW_BAT_207/SN314278 2015-06-28 log.csv,a:/SN314278 2015-06-28.zca,2015-06-28,20:59:43,06:44:54,0,NA,0,0,12:00:00,06:41:38,1739.0,1525.0,1744.0
F:/2015 ZCA Files/ALA_2/ALA_2_NW_BAT_207/SN314278 2015-06-29 log.csv,a:/SN314278 2015-06-29.zca,2015-06-29,20:59:40,06:45:22,0,NA,0,0,12:00:00,06:41:34,1844.0,1475.0,1625.0
F:/2015 ZCA Files/ALA_2/ALA_2_SE_BAT_026/SN314271 2015-06-24 log.csv,a:/SN314271 2015-06-24.zca,2015-06-24,20:59:19,06:43:08,0,NA,0,0,15:20:10,06:41:14,1669.0,1425.0,1750.0
F:/2015 ZCA Files/ALA_2/ALA_2_SE_BAT_026/SN314271 2015-06-25 log.csv,a:/SN314271 2015-06-25.zca,2015-06-25,20:59:24,06:43:30,0,NA,0,0,12:00:00,06:41:19,1399.0,1300.0,1325.0
F:/2015 ZCA Files/ALA_2/ALA_2_SE_BAT_026/SN314271 2015-06-26 log.csv,a:/SN314271 2015-06-26.zca,2015-06-26,20:59:27,06:43:53,0,NA,0,0,12:00:00,06:41:21,1438.0,1250.0,1462.0
F:/2015 ZCA Files/ALA_2/ALA_2_SE_BAT_026/SN314271 2015-06-27 log.csv,a:/SN314271 2015-06-27.zca,2015-06-27,20:59:28,06:44:17,0,NA,0,0,12:00:00,06:41:21,1630.0,1375.0,1669.0
F:/2015 ZCA Files/ALA_2/ALA_2_SE_BAT_026/SN314271 2015-06-28 log.csv,a:/SN314271 2015-06-28.zca,2015-06-28,20:59:27,05:01:21,1,05:01:21,1,0,12:00:00,05:01:21,1626.0,1400.0,1581.0
F:/2015 ZCA Files/ALA_R3/ALA_R3_NE_BAT_040/SN314078 2015-06-16 log.csv,a:/SN314078 2015-06-16.zca,2015-06-16,20:56:58,06:42:48,0,NA,0,0,13:43:31,06:38:53,1472.0,1325.0,1462.0
F:/2015 ZCA Files/ALA_R3/ALA_R3_NE_BAT_040/SN314078 2015-06-17 log.csv,a:/SN314078 2015-06-17.zca,2015-06-17,20:57:19,06:42:54,0,NA,0,0,12:00:00,06:39:14,1591.0,1025.0,1819.0
F:/2015 ZCA Files/ALA_R3/ALA_R3_NE_BAT_040/SN314078 2015-06-18 log.csv,a:/SN314078 2015-06-18.zca,2015-06-18,20:57:38,06:43:02,0,NA,0,0,12:00:00,06:39:33,1511.0,1375.0,1506.0
F:/2015 ZCA Files/ALA_R3/ALA_R3_NE_BAT_040/SN314078 2015-06-19 log.csv,a:/SN314078 2015-06-19.zca,2015-06-19,20:57:55,06:43:12,0,NA,0,0,12:00:00,06:39:49,1960.0,1350.0,2300.0
F:/2015 ZCA Files/ALA_R3/ALA_R3_NE_BAT_040/SN314078 2015-06-20 log.csv,a:/SN314078 2015-06-20.zca,2015-06-20,20:58:10,06:43:23,0,NA,1,1,12:00:00,06:40:05,1771.0,1250.0,1769.0
F:/2015 ZCA Files/ALA_R3/ALA_R3_NE_BAT_040/SN314078 2015-06-21 log.csv,a:/SN314078 2015-06-21.zca,2015-06-21,20:58:24,06:43:37,0,NA,0,0,12:00:00,06:40:19,1991.0,1350.0,2125.0
F:/2015 ZCA Files/ALA_R3/ALA_R3_NW_G2/SN314216 2015-06-16 log.csv,a:/SN314216 2015-06-16.zca,2015-06-16,20:57:12,06:43:02,0,NA,0,0,13:18:05,06:39:07,1725.0,1550.0,1725.0
F:/2015 ZCA Files/ALA_R3/ALA_R3_NW_G2/SN314216 2015-06-17 log.csv,a:/SN314216 2015-06-17.zca,2015-06-17,20:57:33,06:43:08,0,NA,0,0,12:00:00,06:39:28,1853.0,1300.0,2100.0
F:/2015 ZCA Files/ALA_R3/ALA_R3_NW_G2/SN314216 2015-06-18 log.csv,a:/SN314216 2015-06-18.zca,2015-06-18,20:57:52,06:43:16,0,NA,0,0,12:00:00,06:39:47,1755.0,1600.0,1744.0
F:/2015 ZCA Files/ALA_R3/ALA_R3_NW_G2/SN314216 2015-06-19 log.csv,a:/SN314216 2015-06-19.zca,2015-06-19,20:58:10,06:43:26,0,NA,0,0,12:00:00,06:40:05,2190.0,1600.0,2488.0
F:/2015 ZCA Files/ALA_R3/ALA_R3_NW_G2/SN314216 2015-06-20 log.csv,a:/SN314216 2015-06-20.zca,2015-06-20,20:58:25,06:43:37,0,NA,0,0,12:00:00,06:40:21,2019.0,1500.0,2050.0
F:/2015 ZCA Files/ALA_R3/ALA_R3_NW_G2/SN314216 2015-06-21 log.csv,a:/SN314216 2015-06-21.zca,2015-06-21,20:58:38,06:43:51,0,NA,0,0,12:00:00,06:40:33,2243.0,1600.0,2362.0
F:/2015 ZCA Files/ALA_R3/ALA_R3_SW_J4/SN314193 2015-06-16 log.csv,a:/SN314193 2015-06-16.zca,2015-06-16,20:56:56,06:42:49,0,NA,0,0,15:28:41,06:38:50,1669.0,1500.0,1656.0
F:/2015 ZCA Files/ALA_R3/ALA_R3_SW_J4/SN314193 2015-06-17 log.csv,a:/SN314193 2015-06-17.zca,2015-06-17,20:57:17,06:42:54,0,NA,3,3,12:00:00,06:39:10,1761.0,1250.0,1981.0
F:/2015 ZCA Files/ALA_R3/ALA_R3_SW_J4/SN314193 2015-06-18 log.csv,a:/SN314193 2015-06-18.zca,2015-06-18,20:57:36,06:43:02,0,NA,0,0,12:00:00,06:39:30,1678.0,1525.0,1662.0
F:/2015 ZCA Files/ALA_R3/ALA_R3_SW_J4/SN314193 2015-06-19 log.csv,a:/SN314193 2015-06-19.zca,2015-06-19,20:57:53,06:43:12,0,NA,0,0,12:00:00,06:39:47,2122.0,1600.0,2444.0
F:/2015 ZCA Files/ALA_R3/ALA_R3_SW_J4/SN314193 2015-06-20 log.csv,a:/SN314193 2015-06-20.zca,2015-06-20,20:58:08,06:43:23,0,NA,1,1,12:00:00,06:40:01,1953.0,1450.0,1988.0
F:/2015 ZCA Files/ALA_R3/ALA_R3_SW_J4/SN314193 2015-06-21 log.csv,a:/SN314193 2015-06-21.zca,2015-06-21,20:58:21,06:43:37,0,NA,1,1,12:00:00,06:40:15,2167.0,1575.0,2275.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_NE_BAT_006/SN314150 2015-05-27 log.csv,a:/SN314150 2015-05-27.zca,2015-05-27,16:08:27,16:09:58,1,NA,0,0,16:11:25,16:08:27,2217.0,2200.0,NaN
F:/2015 ZCA Files/CNLP_1/CNLP_1_NE_BAT_006/SN314150 2015-05-28 log.csv,a:/SN314150 2015-05-28.zca,2015-05-28,20:27:20,06:35:44,0,NA,0,0,19:03:16,06:34:20,1856.0,1600.0,1875.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_NE_BAT_006/SN314150 2015-05-29 log.csv,a:/SN314150 2015-05-29.zca,2015-05-29,20:28:08,06:35:12,0,NA,0,0,12:00:00,06:35:09,1119.0,925.0,1175.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_NE_BAT_006/SN314150 2015-05-30 log.csv,a:/SN314150 2015-05-30.zca,2015-05-30,20:28:55,06:34:42,0,NA,0,0,12:00:00,06:30:53,965.0,575.0,1069.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_NE_BAT_006/SN314150 2015-05-31 log.csv,a:/SN314150 2015-05-31.zca,2015-05-31,20:29:42,06:34:14,0,NA,0,0,12:00:00,06:31:41,1706.0,1425.0,1700.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_NE_BAT_006/SN314150 2015-06-01 log.csv,a:/SN314150 2015-06-01.zca,2015-06-01,20:30:27,06:33:48,0,NA,0,0,12:00:00,06:32:25,1946.0,1775.0,2025.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_NE_BAT_006/SN314150 2015-06-02 log.csv,a:/SN314150 2015-06-02.zca,2015-06-02,20:31:11,06:33:24,0,NA,1,1,12:00:00,06:33:10,2091.0,1675.0,2394.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_NE_BAT_006/SN314150 2015-06-03 log.csv,a:/SN314150 2015-06-03.zca,2015-06-03,20:31:54,06:33:02,0,NA,0,0,12:00:00,06:28:52,1991.0,1900.0,1925.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_NW_BAT_005/SN314293 2015-05-28 log.csv,a:/SN314293 2015-05-28.zca,2015-05-28,20:27:29,06:35:49,0,NA,0,0,17:57:19,06:34:28,1562.0,1275.0,1575.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_NW_BAT_005/SN314293 2015-05-29 log.csv,a:/SN314293 2015-05-29.zca,2015-05-29,20:28:17,06:35:17,0,NA,0,0,12:00:00,06:35:16,902.0,675.0,975.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_NW_BAT_005/SN314293 2015-05-30 log.csv,a:/SN314293 2015-05-30.zca,2015-05-30,20:29:04,06:34:47,0,NA,0,0,12:00:00,06:31:03,590.0,225.0,669.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_NW_BAT_005/SN314293 2015-05-31 log.csv,a:/SN314293 2015-05-31.zca,2015-05-31,20:29:51,06:34:19,0,NA,0,0,12:00:00,06:31:49,1435.0,1175.0,1438.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_NW_BAT_005/SN314293 2015-06-01 log.csv,a:/SN314293 2015-06-01.zca,2015-06-01,20:30:37,06:33:53,0,NA,0,0,12:00:00,06:32:35,1669.0,1475.0,1725.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_NW_BAT_005/SN314293 2015-06-02 log.csv,a:/SN314293 2015-06-02.zca,2015-06-02,20:31:20,06:33:29,0,NA,0,0,12:00:00,06:33:19,1824.0,1400.0,2100.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_NW_BAT_005/SN314293 2015-06-03 log.csv,a:/SN314293 2015-06-03.zca,2015-06-03,20:32:02,06:33:07,0,NA,0,0,12:00:00,06:29:00,1677.0,1575.0,1575.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_SE_BAT_004/SN314251 2015-05-28 log.csv,a:/SN314251 2015-05-28.zca,2015-05-28,20:27:10,06:35:44,0,NA,0,0,19:55:44,06:34:09,1746.0,1500.0,1725.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_SE_BAT_004/SN314251 2015-05-29 log.csv,a:/SN314251 2015-05-29.zca,2015-05-29,20:27:58,06:35:12,0,NA,0,0,12:00:00,06:34:58,1102.0,850.0,1175.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_SE_BAT_004/SN314251 2015-05-30 log.csv,a:/SN314251 2015-05-30.zca,2015-05-30,20:28:45,06:34:42,0,NA,0,0,12:00:00,06:30:44,850.0,500.0,888.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_SE_BAT_004/SN314251 2015-05-31 log.csv,a:/SN314251 2015-05-31.zca,2015-05-31,20:29:32,06:34:14,0,NA,0,0,12:00:00,06:31:29,1624.0,1350.0,1588.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_SE_BAT_004/SN314251 2015-06-01 log.csv,a:/SN314251 2015-06-01.zca,2015-06-01,20:30:17,21:19:10,1,21:19:10,1,0,12:00:00,21:19:10,2245.0,2075.0,NaN
F:/2015 ZCA Files/CNLP_1/CNLP_1_SW_BAT_002/SN314082 2015-05-28 log.csv,a:/SN314082 2015-05-28.zca,2015-05-28,20:27:37,06:36:08,0,NA,0,0,17:13:58,06:34:36,1578.0,1300.0,1550.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_SW_BAT_002/SN314082 2015-05-29 log.csv,a:/SN314082 2015-05-29.zca,2015-05-29,20:28:26,06:35:36,0,NA,0,0,12:00:00,06:35:26,929.0,675.0,1e3
F:/2015 ZCA Files/CNLP_1/CNLP_1_SW_BAT_002/SN314082 2015-05-30 log.csv,a:/SN314082 2015-05-30.zca,2015-05-30,20:29:13,06:35:06,0,NA,0,0,12:00:00,06:31:12,583.0,250.0,662.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_SW_BAT_002/SN314082 2015-05-31 log.csv,a:/SN314082 2015-05-31.zca,2015-05-31,20:29:59,06:34:38,0,NA,0,0,12:00:00,06:31:57,1498.0,1250.0,1556.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_SW_BAT_002/SN314082 2015-06-01 log.csv,a:/SN314082 2015-06-01.zca,2015-06-01,20:30:45,06:34:12,0,NA,0,0,12:00:00,06:32:44,1694.0,1550.0,1744.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_SW_BAT_002/SN314082 2015-06-02 log.csv,a:/SN314082 2015-06-02.zca,2015-06-02,20:31:28,06:33:48,0,NA,0,0,12:00:00,06:33:27,1891.0,1425.0,2212.0
F:/2015 ZCA Files/CNLP_1/CNLP_1_SW_BAT_002/SN314082 2015-06-03 log.csv,a:/SN314082 2015-06-03.zca,2015-06-03,20:32:11,06:33:26,0,NA,0,0,12:00:00,06:29:08,1800.0,1675.0,1675.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_NE_BAT_008/SN314228 2015-07-03 log.csv,a:/SN314228 2015-07-03.zca,2015-07-03,20:44:50,06:41:13,0,NA,0,0,14:55:57,06:36:46,1708.0,1475.0,1731.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_NE_BAT_008/SN314228 2015-07-04 log.csv,a:/SN314228 2015-07-04.zca,2015-07-04,20:44:37,06:41:48,0,NA,0,0,12:00:00,06:41:33,2320.0,2050.0,2381.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_NE_BAT_008/SN314228 2015-07-05 log.csv,a:/SN314228 2015-07-05.zca,2015-07-05,20:44:22,06:42:25,0,NA,0,0,12:00:00,06:41:18,2254.0,1925.0,2383.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_NE_BAT_008/SN314228 2015-07-06 log.csv,a:/SN314228 2015-07-06.zca,2015-07-06,20:44:05,06:43:03,0,NA,0,0,12:00:00,06:41:03,1363.0,1050.0,1500.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_NE_BAT_008/SN314228 2015-07-07 log.csv,a:/SN314228 2015-07-07.zca,2015-07-07,20:43:46,06:43:42,0,NA,0,0,12:00:00,06:40:44,1256.0,1e3,1262.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_NE_BAT_008/SN314228 2015-07-08 log.csv,a:/SN314228 2015-07-08.zca,2015-07-08,20:43:24,06:44:22,0,NA,0,0,12:00:00,06:40:22,1582.0,1550.0,1575.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_NW_L4/SN314282 2015-07-03 log.csv,a:/SN314282 2015-07-03.zca,2015-07-03,20:45:05,06:41:19,0,NA,0,0,14:15:34,06:37:02,1715.0,1425.0,1775.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_NW_L4/SN314282 2015-07-04 log.csv,a:/SN314282 2015-07-04.zca,2015-07-04,20:44:52,06:41:54,0,NA,0,0,12:00:00,06:41:50,2317.0,2025.0,2325.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_NW_L4/SN314282 2015-07-05 log.csv,a:/SN314282 2015-07-05.zca,2015-07-05,20:44:37,06:42:31,0,NA,0,0,12:00:00,06:41:34,2258.0,1925.0,2244.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_NW_L4/SN314282 2015-07-06 log.csv,a:/SN314282 2015-07-06.zca,2015-07-06,20:44:19,06:43:09,0,NA,0,0,12:00:00,06:41:17,1238.0,850.0,1306.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_NW_L4/SN314282 2015-07-07 log.csv,a:/SN314282 2015-07-07.zca,2015-07-07,20:44:00,06:43:48,0,NA,0,0,12:00:00,06:40:58,1235.0,975.0,1262.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_NW_L4/SN314282 2015-07-08 log.csv,a:/SN314282 2015-07-08.zca,2015-07-08,20:43:40,06:44:28,0,NA,0,0,12:00:00,06:40:38,1554.0,1500.0,1525.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_SE_BAT_004/SN314210 2015-07-03 log.csv,a:/SN314210 2015-07-03.zca,2015-07-03,20:44:35,06:41:21,8,NA,4,0,15:48:27,06:36:32,1796.0,1525.0,1819.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_SE_BAT_004/SN314210 2015-07-04 log.csv,a:/SN314210 2015-07-04.zca,2015-07-04,20:44:22,06:41:56,0,NA,0,0,12:00:00,06:41:18,2409.0,2125.0,2475.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_SE_BAT_004/SN314210 2015-07-05 log.csv,a:/SN314210 2015-07-05.zca,2015-07-05,20:44:07,06:42:33,0,NA,0,0,12:00:00,06:41:01,2359.0,2025.0,2544.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_SE_BAT_004/SN314210 2015-07-06 log.csv,a:/SN314210 2015-07-06.zca,2015-07-06,20:43:50,06:43:10,0,NA,0,0,12:00:00,06:40:48,1330.0,875.0,1469.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_SE_BAT_004/SN314210 2015-07-07 log.csv,a:/SN314210 2015-07-07.zca,2015-07-07,20:43:31,06:43:49,0,NA,0,0,12:00:00,06:40:28,1214.0,950.0,1200.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_SE_BAT_004/SN314210 2015-07-08 log.csv,a:/SN314210 2015-07-08.zca,2015-07-08,20:43:10,06:44:30,0,NA,0,0,12:00:00,06:40:07,1614.0,1550.0,1600.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_SW_A3/SN314078 2015-07-03 log.csv,a:/SN314078 2015-07-03.zca,2015-07-03,20:45:00,06:41:38,0,NA,0,0,13:45:52,06:36:57,1625.0,1375.0,1675.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_SW_A3/SN314078 2015-07-04 log.csv,a:/SN314078 2015-07-04.zca,2015-07-04,20:44:47,06:42:13,0,NA,0,0,12:00:00,06:41:45,2152.0,1900.0,2175.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_SW_A3/SN314078 2015-07-05 log.csv,a:/SN314078 2015-07-05.zca,2015-07-05,20:44:32,06:42:49,0,NA,0,0,12:00:00,06:41:30,2079.0,1725.0,2206.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_SW_A3/SN314078 2015-07-06 log.csv,a:/SN314078 2015-07-06.zca,2015-07-06,20:44:15,06:43:27,0,NA,0,0,12:00:00,06:41:13,1198.0,825.0,1275.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_SW_A3/SN314078 2015-07-07 log.csv,a:/SN314078 2015-07-07.zca,2015-07-07,20:43:56,06:44:06,0,NA,0,0,12:00:00,06:40:53,1158.0,925.0,1162.0
F:/2015 ZCA Files/CNLP_2/CNLP_2_SW_A3/SN314078 2015-07-08 log.csv,a:/SN314078 2015-07-08.zca,2015-07-08,20:43:35,06:44:46,0,NA,0,0,12:00:00,06:40:33,1380.0,1325.0,1375.0
F:/2015 ZCA Files/CNLP_3/CNLP_3_NE_BAT_015/SN314271 2015-05-28 log.csv,a:/SN314271 2015-05-28.zca,2015-05-28,11:17:45,11:18:17,1,NA,0,0,11:16:42,11:17:46,2083.0,2025.0,NaN
F:/2015 ZCA Files/CNLP_3/CNLP_3_NE_BAT_015/SN314271 2015-05-29 log.csv,a:/SN314271 2015-05-29.zca,2015-05-29,20:31:04,06:37:06,0,NA,0,0,18:01:15,06:33:02,892.0,575.0,981.0
F:/2015 ZCA Files/CNLP_3/CNLP_3_NE_BAT_015/SN314271 2015-05-30 log.csv,a:/SN314271 2015-05-30.zca,2015-05-30,20:31:52,06:36:36,0,NA,0,0,12:00:00,06:33:51,517.0,125.0,531.0
F:/2015 ZCA Files/CNLP_3/CNLP_3_NE_BAT_015/SN314271 2015-05-31 log.csv,a:/SN314271 2015-05-31.zca,2015-05-31,20:32:38,06:36:08,0,NA,0,0,12:00:00,06:34:36,1390.0,1125.0,1406.0
F:/2015 ZCA Files/CNLP_3/CNLP_3_NE_BAT_015/SN314271 2015-06-01 log.csv,a:/SN314271 2015-06-01.zca,2015-06-01,20:33:23,06:35:42,0,NA,0,0,12:00:00,06:35:20,1719.0,1625.0,1700.0
F:/2015 ZCA Files/CNLP_3/CNLP_3_NE_BAT_015/SN314271 2015-06-02 log.csv,a:/SN314271 2015-06-02.zca,2015-06-02,20:34:07,06:35:17,0,NA,2,2,12:00:00,06:31:03,1788.0,1475.0,2106.0
F:/2015 ZCA Files/CNLP_3/CNLP_3_NE_BAT_015/SN314271 2015-06-03 log.csv,a:/SN314271 2015-06-03.zca,2015-06-03,20:34:50,06:34:55,0,NA,0,0,12:00:00,06:31:48,1783.0,1675.0,1731.0
F:/2015 ZCA Files/CNLP_3/CNLP_3_NW_BAT_013/SN314258 2015-05-28 log.csv,a:/SN314258 2015-05-28.zca,2015-05-28,11:22:35,11:23:26,1,NA,0,0,11:15:14,11:23:27,2194.0,2175.0,NaN
F:/2015 ZCA Files/CNLP_3/CNLP_3_NW_BAT_013/SN314258 2015-05-29 log.csv,a:/SN314258 2015-05-29.zca,2015-05-29,20:31:27,06:37:25,0,NA,0,0,16:53:30,06:33:26,855.0,475.0,975.0
F:/2015 ZCA Files/CNLP_3/CNLP_3_NW_BAT_013/SN314258 2015-05-30 log.csv,a:/SN314258 2015-05-30.zca,2015-05-30,20:32:15,06:36:55,0,NA,0,0,12:00:00,06:34:14,501.0,250.0,562.0
F:/2015 ZCA Files/CNLP_3/CNLP_3_NW_BAT_013/SN314258 2015-05-31 log.csv,a:/SN314258 2015-05-31.zca,2015-05-31,20:33:01,06:36:27,0,NA,0,0,12:00:00,06:35:00,1318.0,1100.0,1338.0
F:/2015 ZCA Files/CNLP_3/CNLP_3_NW_BAT_013/SN314258 2015-06-01 log.csv,a:/SN314258 2015-06-01.zca,2015-06-01,20:33:47,06:36:00,0,NA,0,0,12:00:00,06:35:45,1725.0,1600.0,1688.0
F:/2015 ZCA Files/CNLP_3/CNLP_3_NW_BAT_013/SN314258 2015-06-02 log.csv,a:/SN314258 2015-06-02.zca,2015-06-02,20:34:32,06:35:36,0,NA,2,2,12:00:00,06:31:30,1808.0,1500.0,2181.0
F:/2015 ZCA Files/CNLP_3/CNLP_3_NW_BAT_013/SN314258 2015-06-03 log.csv,a:/SN314258 2015-06-03.zca,2015-06-03,20:35:13,06:35:14,0,NA,0,0,12:00:00,06:32:10,1803.0,1675.0,1769.0
F:/2015 ZCA Files/CNLP_3/CNLP_3_SE_BAT_012/SN314091 2015-05-28 log.csv,a:/SN314091 2015-05-28.zca,2015-05-28,11:13:59,11:16:16,1,NA,0,0,11:02:58,11:14:00,2133.0,2025.0,NaN
F:/2015 ZCA Files/CNLP_3/CNLP_3_SE_BAT_012/SN314091 2015-05-29 log.csv,a:/SN314091 2015-05-29.zca,2015-05-29,20:31:04,06:37:20,0,NA,0,0,14:50:25,06:33:01,818.0,400.0,925.0
F:/2015 ZCA Files/CNLP_3/CNLP_3_SE_BAT_012/SN314091 2015-05-30 log.csv,a:/SN314091 2015-05-30.zca,2015-05-30,20:31:51,06:36:50,0,NA,0,0,12:00:00,06:33:50,688.0,475.0,731.0
F:/2015 ZCA Files/CNLP_3/CNLP_3_SE_BAT_012/SN314091 2015-05-31 log.csv,a:/SN314091 2015-05-31.zca,2015-05-31,20:32:38,06:36:22,0,NA,0,0,12:00:00,06:34:36,1396.0,1175.0,1438.0
F:/2015 ZCA Files/CNLP_3/CNLP_3_SE_BAT_012/SN314091 2015-06-01 log.csv,a:/SN314091 2015-06-01.zca,2015-06-01,20:33:23,06:35:56,0,NA,0,0,12:00:00,06:35:22,1709.0,1625.0,1675.0
F:/2015 ZCA Files/CNLP_3/CNLP_3_SE_BAT_012/SN314091 2015-06-02 log.csv,a:/SN314091 2015-06-02.zca,2015-06-02,20:34:07,01:06:03,1,01:06:03,1,0,12:00:00,01:06:03,2202.0,1600.0,2169.0
F:/2015 ZCA Files/CNLP_3/CNLP_3_SW_BAT_014/SN324717 2015-05-28 log.csv,a:/SN324717 2015-05-28.zca,2015-05-28,11:19:52,11:21:09,1,NA,0,0,11:26:03,11:19:52,2212.0,2200.0,NaN
F:/2015 ZCA Files/CNLP_3/CNLP_3_SW_BAT_014/SN324717 2015-05-29 log.csv,a:/SN324717 2015-05-29.zca,2015-05-29,20:31:01,06:37:29,0,NA,0,0,15:44:49,06:33:00,960.0,650.0,1050.0
F:/2015 ZCA Files/CNLP_3/CNLP_3_SW_BAT_014/SN324717 2015-05-30 log.csv,a:/SN324717 2015-05-30.zca,2015-05-30,20:31:49,06:36:59,0,NA,0,0,12:00:00,06:33:49,762.0,300.0,906.0
F:/2015 ZCA Files/CNLP_3/CNLP_3_SW_BAT_014/SN324717 2015-05-31 log.csv,a:/SN324717 2015-05-31.zca,2015-05-31,20:32:35,06:36:30,0,NA,0,0,12:00:00,06:34:33,1511.0,1250.0,1575.0
F:/2015 ZCA Files/CNLP_3/CNLP_3_SW_BAT_014/SN324717 2015-06-01 log.csv,a:/SN324717 2015-06-01.zca,2015-06-01,20:33:21,06:36:04,0,NA,0,0,12:00:00,06:35:20,1797.0,1700.0,1762.0
